issued_count,coverage_fraction_of_all_test_clusters,coverage_fraction_of_hard_eligible_clusters,catastrophic_count,catastrophic_rate,mean_trajectory_iae_pp,maximum_issued_disagreement_pp,predeclared_25_50_75_marker
43,0.042999999999999997,0.055057618437900128,15,0.34883720930232559,2.9583360040598303,32.141997622669869,
44,0.043999999999999997,0.056338028169014086,15,0.34090909090909088,2.9187060064461381,32.141997633060924,
45,0.044999999999999998,0.057618437900128043,15,0.33333333333333331,2.8769309826827394,32.141997673379024,
46,0.045999999999999999,0.058898847631242,15,0.32608695652173914,2.833095084210234,32.141997721127581,
47,0.047,0.060179257362355951,16,0.34042553191489361,2.8419147496385486,32.141997745634292,
48,0.048000000000000001,0.061459667093469908,16,0.33333333333333331,2.8085302185036869,32.141997769365339,
49,0.049000000000000002,0.062740076824583865,17,0.34693877551020408,2.7862811565750691,32.141997892768003,
50,0.050000000000000003,0.064020486555697823,17,0.34000000000000002,2.7446392306429859,32.14199789692023,
51,0.050999999999999997,0.06530089628681178,17,0.33333333333333331,2.7385227312725204,32.141997933074528,
52,0.051999999999999998,0.066581306017925737,18,0.34615384615384615,2.7405044644912362,32.141997971962283,
53,0.052999999999999999,0.067861715749039694,19,0.35849056603773582,2.7688180409285015,32.141997989944215,
54,0.053999999999999999,0.069142125480153652,19,0.35185185185185186,2.7348579012412038,32.141998005009356,
55,0.055,0.070422535211267609,19,0.34545454545454546,2.6904177052325093,32.141998072786038,
56,0.056000000000000001,0.071702944942381566,20,0.35714285714285715,2.7954912497453792,32.141998075526551,
57,0.057000000000000002,0.072983354673495524,20,0.35087719298245612,2.7546289609930139,32.141998086274612,
58,0.058000000000000003,0.074263764404609481,21,0.36206896551724138,2.7524362295065563,32.141998103939187,
59,0.058999999999999997,0.075544174135723438,21,0.3559322033898305,2.7259543909718356,32.141998111481136,
60,0.059999999999999998,0.076824583866837381,21,0.34999999999999998,2.6918463353985596,32.141998114658747,
61,0.060999999999999999,0.078104993597951339,22,0.36065573770491804,2.7279233429931513,32.141998207796306,
62,0.062,0.079385403329065296,22,0.35483870967741937,2.7082189244723507,32.14199823768827,
63,0.063,0.080665813060179253,23,0.36507936507936506,2.7708254669192094,32.141998253409156,
64,0.064000000000000001,0.081946222791293211,23,0.359375,2.7466925205341077,32.141998257871577,
65,0.065000000000000002,0.083226632522407168,23,0.35384615384615387,2.7262779120582508,32.141998286199446,
66,0.066000000000000003,0.084507042253521125,24,0.36363636363636365,2.7212340384483289,32.141998335842331,
67,0.067000000000000004,0.085787451984635082,24,0.35820895522388058,2.6953661044285502,32.141998352421012,
68,0.068000000000000005,0.08706786171574904,24,0.35294117647058826,2.6711813425004558,32.141998360934878,
69,0.069000000000000006,0.088348271446862997,25,0.36231884057971014,2.6830039375373342,32.141998387279514,
70,0.070000000000000007,0.089628681177976954,26,0.37142857142857144,2.6783112066871273,32.141998411385757,
71,0.070999999999999994,0.090909090909090912,27,0.38028169014084506,2.6616836431600679,32.14199842116642,
72,0.071999999999999995,0.092189500640204869,27,0.375,2.6449175521464419,32.14199848904309,
73,0.072999999999999995,0.093469910371318826,28,0.38356164383561642,2.6862827298382816,32.141998588551758,
74,0.073999999999999996,0.094750320102432783,28,0.3783783783783784,2.65870905990288,32.141998594157016,
75,0.074999999999999997,0.096030729833546741,28,0.37333333333333335,2.6339771607886591,32.141998623470442,
76,0.075999999999999998,0.097311139564660698,29,0.38157894736842107,2.6326939195547849,32.141998658799423,
77,0.076999999999999999,0.098591549295774641,29,0.37662337662337664,2.607608307748579,32.141998689730897,
78,0.078,0.099871959026888599,29,0.37179487179487181,2.5811749510223345,32.141998732203476,
79,0.079000000000000001,0.10115236875800256,29,0.36708860759493672,2.5732822644943063,32.141998849049997,
80,0.080000000000000002,0.10243277848911651,29,0.36249999999999999,2.5514672849732709,32.141998877310016,
81,0.081000000000000003,0.10371318822023047,29,0.35802469135802467,2.5286399069632459,32.141998886985348,
82,0.082000000000000003,0.10499359795134443,29,0.35365853658536583,2.5307121318870487,32.141998895942066,
83,0.083000000000000004,0.10627400768245839,29,0.3493975903614458,2.5198535726821514,32.141998918962784,
84,0.084000000000000005,0.10755441741357234,29,0.34523809523809523,2.5075578288187694,32.141998953448777,
85,0.085000000000000006,0.1088348271446863,30,0.35294117647058826,2.5343247624629504,32.14199896813227,
86,0.085999999999999993,0.11011523687580026,30,0.34883720930232559,2.5089847155723595,32.141998970937053,
87,0.086999999999999994,0.11139564660691421,30,0.34482758620689657,2.4871228968865857,32.141998988773921,
88,0.087999999999999995,0.11267605633802817,30,0.34090909090909088,2.468146634214845,32.141999085810653,
89,0.088999999999999996,0.11395646606914213,30,0.33707865168539325,2.4491416830137078,32.141999188585956,
90,0.089999999999999997,0.11523687580025609,31,0.34444444444444444,2.4464157016880685,32.141999192450285,
91,0.090999999999999998,0.11651728553137004,31,0.34065934065934067,2.4371891452378605,32.141999254542327,
92,0.091999999999999998,0.117797695262484,32,0.34782608695652173,2.4380109611487213,32.141999269263167,
93,0.092999999999999999,0.11907810499359796,32,0.34408602150537637,2.4130184581340872,32.141999272035321,
94,0.094,0.1203585147247119,32,0.34042553191489361,2.399981673361363,32.141999361520774,
95,0.095000000000000001,0.12163892445582586,33,0.3473684210526316,2.3942089041721841,32.141999363325816,
96,0.096000000000000002,0.12291933418693982,34,0.35416666666666669,2.395836837544842,32.141999407518369,
97,0.097000000000000003,0.12419974391805377,34,0.35051546391752575,2.3787700502160516,32.141999423879582,
98,0.098000000000000004,0.12548015364916773,35,0.35714285714285715,2.3853660389214446,32.141999452925262,
99,0.099000000000000005,0.12676056338028169,35,0.35353535353535354,2.3637961043235158,32.141999602663837,
100,0.10000000000000001,0.12804097311139565,35,0.34999999999999998,2.3505762700877071,32.141999621130608,
101,0.10100000000000001,0.1293213828425096,36,0.35643564356435642,2.3817839638875937,32.141999681521597,
102,0.10199999999999999,0.13060179257362356,36,0.35294117647058826,2.3616905203256371,32.141999696222953,
103,0.10299999999999999,0.13188220230473752,36,0.34951456310679613,2.3481141280360336,32.141999738042585,
104,0.104,0.13316261203585147,37,0.35576923076923078,2.342090210625646,32.14199974021389,
105,0.105,0.13444302176696543,38,0.3619047619047619,2.3501458469308267,32.141999741445041,
106,0.106,0.13572343149807939,38,0.35849056603773582,2.33672750154494,32.141999763627254,
107,0.107,0.13700384122919335,38,0.35514018691588783,2.3311634886825234,32.141999820967314,
108,0.108,0.1382842509603073,38,0.35185185185185186,2.3165319359848118,32.141999825811467,
109,0.109,0.13956466069142126,38,0.34862385321100919,2.3021707907184177,32.141999913774853,
110,0.11,0.14084507042253522,38,0.34545454545454546,2.2917745173576707,32.141999920776286,
111,0.111,0.14212548015364918,39,0.35135135135135137,2.3162880859908208,32.141999925402956,
112,0.112,0.14340588988476313,40,0.35714285714285715,2.3425480002514436,32.141999928433805,
113,0.113,0.14468629961587709,41,0.36283185840707965,2.3508146953016751,32.141999937680893,
114,0.114,0.14596670934699105,41,0.35964912280701755,2.346604972536332,32.141999958926945,
115,0.115,0.147247119078105,42,0.36521739130434783,2.3608729780079849,32.141999959349072,
116,0.11600000000000001,0.14852752880921896,43,0.37068965517241381,2.3630469995448284,32.141999988323491,
117,0.11700000000000001,0.14980793854033292,43,0.36752136752136755,2.3599764713362399,32.141999999999996,
118,0.11799999999999999,0.15108834827144688,43,0.36440677966101692,2.3487251252647763,32.141999999999996,
119,0.11899999999999999,0.15236875800256081,43,0.36134453781512604,2.3341740730691969,32.141999999999996,
120,0.12,0.15364916773367476,43,0.35833333333333334,2.3240679181228807,32.142000285772951,
121,0.121,0.15492957746478872,44,0.36363636363636365,2.3264379113055509,32.142000396728434,
122,0.122,0.15620998719590268,45,0.36885245901639346,2.3407464316125965,32.142000470239878,
123,0.123,0.15749039692701663,45,0.36585365853658536,2.3278411806301764,32.14200051259445,
124,0.124,0.15877080665813059,46,0.37096774193548387,2.3375760149629978,32.142000602022691,
125,0.125,0.16005121638924455,46,0.36799999999999999,2.3329787389614096,32.142001202466119,
126,0.126,0.16133162612035851,46,0.36507936507936506,2.3180055081775732,32.142001391864504,
127,0.127,0.16261203585147246,47,0.37007874015748032,2.3617887447634809,32.142001561021345,
128,0.128,0.16389244558258642,48,0.375,2.370933414454647,32.142001639428472,
129,0.129,0.16517285531370038,49,0.37984496124031009,2.3765987501965911,32.142001641053206,
130,0.13,0.16645326504481434,49,0.37692307692307692,2.368607475816777,32.142002129842481,
131,0.13100000000000001,0.16773367477592829,49,0.37404580152671757,2.3528886657457031,32.142002411652939,
132,0.13200000000000001,0.16901408450704225,49,0.37121212121212122,2.3389220834409761,32.142003082749561,
133,0.13300000000000001,0.17029449423815621,50,0.37593984962406013,2.3921725906710063,32.142003715617257,
134,0.13400000000000001,0.17157490396927016,50,0.37313432835820898,2.3862819889588369,32.142006046664477,
135,0.13500000000000001,0.17285531370038412,51,0.37777777777777777,2.4189245989120853,32.142006971218201,
136,0.13600000000000001,0.17413572343149808,52,0.38235294117647056,2.4308918007450253,32.142007464503088,
137,0.13700000000000001,0.17541613316261204,53,0.38686131386861317,2.430075145548924,32.142007677093694,
138,0.13800000000000001,0.17669654289372599,54,0.39130434782608697,2.4411040890555222,32.142009044429983,
139,0.13900000000000001,0.17797695262483995,55,0.39568345323741005,2.4526379000985434,32.142010112968684,
140,0.14000000000000001,0.17925736235595391,56,0.40000000000000002,2.5006532327381183,32.142015534008316,
141,0.14099999999999999,0.18053777208706787,57,0.40425531914893614,2.5202317920077522,32.142027305156766,
142,0.14199999999999999,0.18181818181818182,58,0.40845070422535212,2.5381484892643686,32.142038570395194,
143,0.14299999999999999,0.18309859154929578,59,0.41258741258741261,2.5440837467545179,32.142042892136338,
144,0.14399999999999999,0.18437900128040974,60,0.41666666666666669,2.5621500975307647,32.142046010928333,
145,0.14499999999999999,0.1856594110115237,61,0.4206896551724138,2.5830719975825471,32.147353888744249,
146,0.14599999999999999,0.18693982074263765,62,0.42465753424657532,2.5866824039412912,32.159035110685238,
147,0.14699999999999999,0.18822023047375161,62,0.42176870748299322,2.5725303997542741,32.159063283706793,
148,0.14799999999999999,0.18950064020486557,62,0.41891891891891891,2.5641372915614071,32.160851146186673,
149,0.14899999999999999,0.19078104993597952,62,0.41610738255033558,2.5527988543473343,32.177014265814442,
150,0.14999999999999999,0.19206145966709348,62,0.41333333333333333,2.536575013869756,32.185879768411993,
151,0.151,0.19334186939820744,62,0.41059602649006621,2.5365403268716689,32.191373070411181,
152,0.152,0.1946222791293214,63,0.41447368421052633,2.5625768454068436,32.192427653189611,
153,0.153,0.19590268886043533,64,0.41830065359477125,2.5793055866746353,32.19401976573846,
154,0.154,0.19718309859154928,65,0.42207792207792205,2.5819653473175395,32.194098198461973,
155,0.155,0.19846350832266324,66,0.4258064516129032,2.5830682946107211,32.199661888931615,
156,0.156,0.1997439180537772,66,0.42307692307692307,2.5842199448241594,32.215134516119434,
157,0.157,0.20102432778489115,66,0.42038216560509556,2.5822245392177292,32.228580847104148,
158,0.158,0.20230473751600511,67,0.42405063291139239,2.6419595857972906,32.246626103267772,
159,0.159,0.20358514724711907,67,0.42138364779874216,2.6344485475842196,32.247717912447712,
160,0.16,0.20486555697823303,67,0.41875000000000001,2.6225690712688206,32.261618184403076,
161,0.161,0.20614596670934698,67,0.41614906832298137,2.6172841480773883,32.264337134510875,
162,0.16200000000000001,0.20742637644046094,68,0.41975308641975306,2.6161970578693379,32.272893996488818,
163,0.16300000000000001,0.2087067861715749,68,0.41717791411042943,2.6120277173813751,32.273729018643422,
164,0.16400000000000001,0.20998719590268886,69,0.42073170731707316,2.667293636049382,32.274984952403443,
165,0.16500000000000001,0.21126760563380281,70,0.42424242424242425,2.6877367721861605,32.277266476831315,
166,0.16600000000000001,0.21254801536491677,70,0.42168674698795183,2.6724772144267859,32.277288743082764,
167,0.16700000000000001,0.21382842509603073,70,0.41916167664670656,2.6644047747860222,32.291536913384107,
168,0.16800000000000001,0.21510883482714468,70,0.41666666666666669,2.6491288000280804,32.292445477220653,
169,0.16900000000000001,0.21638924455825864,71,0.42011834319526625,2.6564029921686352,32.297739343419309,
170,0.17000000000000001,0.2176696542893726,71,0.41764705882352943,2.643094397136637,32.302834313718634,
171,0.17100000000000001,0.21895006402048656,71,0.41520467836257308,2.6310024165672434,32.304108953715172,
172,0.17199999999999999,0.22023047375160051,71,0.41279069767441862,2.6261011558472873,32.307650476422992,
173,0.17299999999999999,0.22151088348271447,71,0.41040462427745666,2.617120284325579,32.309593328865631,
174,0.17399999999999999,0.22279129321382843,71,0.40804597701149425,2.6032609654795347,32.314069537340366,
175,0.17499999999999999,0.22407170294494239,72,0.41142857142857142,2.5988106915603688,32.326322333046633,
176,0.17599999999999999,0.22535211267605634,73,0.41477272727272729,2.6121912279492516,32.340380976105976,
177,0.17699999999999999,0.2266325224071703,73,0.41242937853107342,2.5991549306934911,32.350108789574961,
178,0.17799999999999999,0.22791293213828426,73,0.4101123595505618,2.5935834848390922,32.354222387814588,
179,0.17899999999999999,0.22919334186939821,73,0.40782122905027934,2.5822415971472648,32.358323698987803,
180,0.17999999999999999,0.23047375160051217,73,0.40555555555555556,2.5735669682379974,32.361246731372219,
181,0.18099999999999999,0.23175416133162613,74,0.40883977900552487,2.5882908192359571,32.36458226442997,
182,0.182,0.23303457106274009,74,0.40659340659340659,2.5783643274655721,32.375101936656293,
183,0.183,0.23431498079385404,74,0.40437158469945356,2.5706949078546355,32.380074155484394,
184,0.184,0.235595390524968,74,0.40217391304347827,2.5701511077961499,32.384798068029575,
185,0.185,0.23687580025608196,74,0.40000000000000002,2.5618906728603505,32.386961875945261,
186,0.186,0.23815620998719592,74,0.39784946236559138,2.5582409710459997,32.39100651023503,
187,0.187,0.23943661971830985,75,0.40106951871657753,2.5950119349514646,32.393930086155223,
188,0.188,0.2407170294494238,76,0.40425531914893614,2.6407525224354749,32.396233034795785,
189,0.189,0.24199743918053776,77,0.40740740740740738,2.6536728941039138,32.396468515503145,
190,0.19,0.24327784891165172,77,0.40526315789473683,2.6468609080564685,32.403603272353834,
191,0.191,0.24455825864276567,77,0.40314136125654448,2.6422587953640728,32.408371437959566,
192,0.192,0.24583866837387963,77,0.40104166666666669,2.6400851507823542,32.41135683775228,
193,0.193,0.24711907810499359,77,0.39896373056994816,2.6377080651035358,32.411366786350655,
194,0.19400000000000001,0.24839948783610755,77,0.39690721649484534,2.6283969063468793,32.413220030827503,
195,0.19500000000000001,0.2496798975672215,77,0.39487179487179486,2.617755506246076,32.425657927535568,
196,0.19600000000000001,0.25096030729833546,78,0.39795918367346939,2.6214934775659975,32.425922818279858,
197,0.19700000000000001,0.25224071702944945,78,0.39593908629441626,2.6115443868125543,32.428107441657474,
198,0.19800000000000001,0.25352112676056338,78,0.39393939393939392,2.6019358567840487,32.446912698737535,
199,0.19900000000000001,0.25480153649167736,78,0.39195979899497485,2.5923745489336523,32.452314203057284,
200,0.20000000000000001,0.25608194622279129,78,0.39000000000000001,2.5812516770672573,32.458125486822965,
201,0.20100000000000001,0.25736235595390528,79,0.39303482587064675,2.58037118624198,32.463804128289723,
202,0.20200000000000001,0.2586427656850192,79,0.3910891089108911,2.5732394647091721,32.479420902657964,
203,0.20300000000000001,0.25992317541613319,80,0.39408866995073893,2.5891902947268011,32.48153397094822,
204,0.20399999999999999,0.26120358514724712,80,0.39215686274509803,2.5788969402075588,32.48168554923528,
205,0.20499999999999999,0.26248399487836105,81,0.39512195121951221,2.5842905067304223,32.488380131609489,
206,0.20599999999999999,0.26376440460947503,81,0.39320388349514562,2.5722585903849251,32.496627276288592,
207,0.20699999999999999,0.26504481434058896,81,0.39130434782608697,2.5608674116049528,32.498921627266142,
208,0.20799999999999999,0.26632522407170295,81,0.38942307692307693,2.5488896048731293,32.499057196210877,
209,0.20899999999999999,0.26760563380281688,81,0.38755980861244022,2.5394154143853145,32.512982907565643,
210,0.20999999999999999,0.26888604353393086,81,0.38571428571428573,2.5284887920156169,32.523641013239832,
211,0.21099999999999999,0.27016645326504479,81,0.38388625592417064,2.52139471830339,32.541096806107674,
212,0.21199999999999999,0.27144686299615878,81,0.38207547169811323,2.5181689245861785,32.548381984925442,
213,0.21299999999999999,0.27272727272727271,82,0.38497652582159625,2.520242686573031,32.56875633457075,
214,0.214,0.27400768245838669,82,0.38317757009345793,2.5143667768989637,32.579231048385076,
215,0.215,0.27528809218950062,82,0.38139534883720932,2.504119503811455,32.592950332170965,
216,0.216,0.27656850192061461,82,0.37962962962962965,2.4961164569532963,32.601290658722704,
217,0.217,0.27784891165172854,82,0.37788018433179721,2.4922172709589216,32.634682557652354,
218,0.218,0.27912932138284252,82,0.37614678899082571,2.4889217502942391,32.635334609402662,
219,0.219,0.28040973111395645,82,0.37442922374429222,2.4874356510106193,32.647886814192724,
220,0.22,0.28169014084507044,82,0.37272727272727274,2.4782096035373797,32.653839597199863,
221,0.221,0.28297055057618437,82,0.37104072398190047,2.4756480423352429,32.674589425129881,
222,0.222,0.28425096030729835,82,0.36936936936936937,2.4654621681290951,32.693607687401013,
223,0.223,0.28553137003841228,82,0.36771300448430494,2.4606832532809526,32.69585753275399,
224,0.224,0.28681177976952626,82,0.36607142857142855,2.4539171588033533,32.699904418285129,
225,0.22500000000000001,0.28809218950064019,83,0.36888888888888888,2.4543946163985391,32.702944982590111,
226,0.22600000000000001,0.28937259923175418,83,0.36725663716814161,2.4547349361803947,32.70703710301273,
227,0.22700000000000001,0.29065300896286811,83,0.3656387665198238,2.4457393529008167,32.711158272040038,
228,0.22800000000000001,0.29193341869398209,83,0.36403508771929827,2.4362790401582233,32.716271688789035,
229,0.22900000000000001,0.29321382842509602,83,0.36244541484716158,2.4313258249498944,32.717475496190985,
230,0.23000000000000001,0.29449423815621001,83,0.36086956521739133,2.4235400787953205,32.718167705213112,
231,0.23100000000000001,0.29577464788732394,83,0.3593073593073593,2.4137908290477337,32.724033407220745,
232,0.23200000000000001,0.29705505761843792,84,0.36206896551724138,2.4306068002634156,32.727282949847904,
233,0.23300000000000001,0.29833546734955185,85,0.36480686695278969,2.4366311545397488,32.729085421590398,
234,0.23400000000000001,0.29961587708066584,85,0.36324786324786323,2.433899433706427,32.731219739715101,
235,0.23499999999999999,0.30089628681177977,86,0.36595744680851061,2.4463749581502112,32.745861906351138,
236,0.23599999999999999,0.30217669654289375,86,0.36440677966101692,2.4421567417270116,32.747938683293356,
237,0.23699999999999999,0.30345710627400768,87,0.36708860759493672,2.4452544550970092,32.759095336888947,
238,0.23799999999999999,0.30473751600512161,87,0.36554621848739494,2.436182834519891,32.760618208746962,
239,0.23899999999999999,0.3060179257362356,87,0.36401673640167365,2.4313324236322886,32.762660700100781,
240,0.23999999999999999,0.30729833546734953,88,0.36666666666666664,2.4433513492042223,32.76509935647033,
241,0.24099999999999999,0.30857874519846351,89,0.36929460580912865,2.4458386784656034,32.771555533000161,
242,0.24199999999999999,0.30985915492957744,90,0.37190082644628097,2.4554511687183123,32.784509040850921,
243,0.24299999999999999,0.31113956466069143,91,0.37448559670781895,2.463116518923032,32.794627902749582,
244,0.24399999999999999,0.31241997439180536,91,0.37295081967213117,2.4563543734263269,32.808956314866144,
245,0.245,0.31370038412291934,91,0.37142857142857144,2.450495575951912,32.810925640122463,
246,0.246,0.31498079385403327,91,0.36991869918699188,2.4418993158543012,32.823304615547329,
247,0.247,0.31626120358514725,91,0.36842105263157893,2.4367655485128585,32.830235368720054,
248,0.248,0.31754161331626118,91,0.36693548387096775,2.4322518764507324,32.839397722218756,
249,0.249,0.31882202304737517,91,0.36546184738955823,2.4264351337609611,32.8507640371025,
250,0.25,0.3201024327784891,92,0.36799999999999999,2.42529331196465,32.853415520750026,0.25
251,0.251,0.32138284250960308,93,0.37051792828685259,2.429191075000773,32.85589849070432,
252,0.252,0.32266325224071701,94,0.37301587301587302,2.4337329148723432,32.859252235488654,
253,0.253,0.323943661971831,95,0.37549407114624506,2.4328532688815683,32.859407986716732,
254,0.254,0.32522407170294493,95,0.37401574803149606,2.4267659786291547,32.868408893402091,
255,0.255,0.32650448143405891,96,0.37647058823529411,2.4233689533984633,32.879571842238718,
256,0.25600000000000001,0.32778489116517284,96,0.375,2.418512796111314,32.904515572760076,
257,0.25700000000000001,0.32906530089628683,96,0.37354085603112841,2.4102364988397755,32.909116551545537,
258,0.25800000000000001,0.33034571062740076,96,0.37209302325581395,2.4044669759129369,32.914582646400518,
259,0.25900000000000001,0.33162612035851474,97,0.37451737451737449,2.4043097972108245,32.91832142711128,
260,0.26000000000000001,0.33290653008962867,98,0.37692307692307692,2.4173680485912219,32.924194403876015,
261,0.26100000000000001,0.33418693982074266,99,0.37931034482758619,2.4193239055837474,32.924901896780653,
262,0.26200000000000001,0.33546734955185659,100,0.38167938931297712,2.4226868498381631,32.938421977702134,
263,0.26300000000000001,0.33674775928297057,100,0.38022813688212925,2.4176014937362802,32.939760798817552,
264,0.26400000000000001,0.3380281690140845,101,0.38257575757575757,2.4245501256398696,32.941608329140024,
265,0.26500000000000001,0.33930857874519849,101,0.38113207547169814,2.4165243282020623,32.942255409050077,
266,0.26600000000000001,0.34058898847631242,102,0.38345864661654133,2.4281819891731549,32.945451267523644,
267,0.26700000000000002,0.3418693982074264,102,0.38202247191011235,2.4200430367349126,32.951922810393135,
268,0.26800000000000002,0.34314980793854033,103,0.38432835820895522,2.4177349103215557,32.953666898704981,
269,0.26900000000000002,0.34443021766965431,103,0.38289962825278812,2.4140053199204754,32.955434312617378,
270,0.27000000000000002,0.34571062740076824,104,0.38518518518518519,2.4315012742158726,32.968857634342925,
271,0.27100000000000002,0.34699103713188223,104,0.3837638376383764,2.4240320190007298,32.969324165613635,
272,0.27200000000000002,0.34827144686299616,105,0.3860294117647059,2.4289019557314635,32.971227963922132,
273,0.27300000000000002,0.34955185659411009,105,0.38461538461538464,2.4228106897319042,32.976688609777767,
274,0.27400000000000002,0.35083226632522407,105,0.38321167883211676,2.4151947317854874,32.978167899749344,
275,0.27500000000000002,0.352112676056338,105,0.38181818181818183,2.4159907951643884,32.984505210163803,
276,0.27600000000000002,0.35339308578745199,105,0.38043478260869568,2.4081048266888287,32.99862081413788,
277,0.27700000000000002,0.35467349551856592,105,0.37906137184115524,2.4034105109177006,33.001953421902783,
278,0.27800000000000002,0.3559539052496799,105,0.37769784172661869,2.397048603779198,33.01788038776855,
279,0.27900000000000003,0.35723431498079383,105,0.37634408602150538,2.3933238806462147,33.038542816516284,
280,0.28000000000000003,0.35851472471190782,105,0.375,2.3863412490138316,33.041106553880724,
281,0.28100000000000003,0.35979513444302175,105,0.37366548042704628,2.3864858389753203,33.048091923416528,
282,0.28199999999999997,0.36107554417413573,105,0.37234042553191488,2.379912105268625,33.065880648003386,
283,0.28299999999999997,0.36235595390524966,106,0.37455830388692579,2.388614164716452,33.069531401504136,
284,0.28399999999999997,0.36363636363636365,106,0.37323943661971831,2.3833680552143317,33.073684587124987,
285,0.28499999999999998,0.36491677336747758,106,0.3719298245614035,2.3757728089952939,33.081518532312103,
286,0.28599999999999998,0.36619718309859156,106,0.37062937062937062,2.37280819939317,33.083908375212161,
287,0.28699999999999998,0.36747759282970549,106,0.36933797909407667,2.3714834786460632,33.097385179797797,
288,0.28799999999999998,0.36875800256081948,106,0.36805555555555558,2.3698303134911591,33.099274205864589,
289,0.28899999999999998,0.37003841229193341,106,0.36678200692041524,2.3620293059965016,33.100444370158371,
290,0.28999999999999998,0.37131882202304739,107,0.36896551724137933,2.3607400421394527,33.104817470548525,
291,0.29099999999999998,0.37259923175416132,108,0.37113402061855671,2.3637559861222193,33.108588278757473,
292,0.29199999999999998,0.3738796414852753,108,0.36986301369863012,2.3631305379363621,33.110166127897422,
