ranking_index,status,issued_count,catastrophic_count,catastrophic_rate
220,defined,500,212,0.42399999999999999
221,defined,500,197,0.39400000000000002
222,defined,500,197,0.39400000000000002
223,defined,500,212,0.42399999999999999
224,defined,500,214,0.42799999999999999
225,defined,500,211,0.42199999999999999
226,defined,500,213,0.42599999999999999
227,defined,500,209,0.41799999999999998
228,defined,500,204,0.40799999999999997
229,defined,500,201,0.40200000000000002
230,defined,500,202,0.40400000000000003
231,defined,500,206,0.41199999999999998
232,defined,500,205,0.40999999999999998
233,defined,500,213,0.42599999999999999
234,defined,500,211,0.42199999999999999
235,defined,500,196,0.39200000000000002
236,defined,500,203,0.40600000000000003
237,defined,500,202,0.40400000000000003
238,defined,500,211,0.42199999999999999
239,defined,500,206,0.41199999999999998
240,defined,500,216,0.432
241,defined,500,214,0.42799999999999999
242,defined,500,207,0.41399999999999998
243,defined,500,205,0.40999999999999998
244,defined,500,217,0.434
245,defined,500,218,0.436
246,defined,500,210,0.41999999999999998
247,defined,500,201,0.40200000000000002
248,defined,500,203,0.40600000000000003
249,defined,500,206,0.41199999999999998
250,defined,500,204,0.40799999999999997
251,defined,500,211,0.42199999999999999
252,defined,500,208,0.41599999999999998
253,defined,500,207,0.41399999999999998
254,defined,500,199,0.39800000000000002
255,defined,500,198,0.39600000000000002
256,defined,500,202,0.40400000000000003
257,defined,500,208,0.41599999999999998
258,defined,500,208,0.41599999999999998
259,defined,500,202,0.40400000000000003
260,defined,500,209,0.41799999999999998
261,defined,500,218,0.436
262,defined,500,215,0.42999999999999999
263,defined,500,198,0.39600000000000002
264,defined,500,211,0.42199999999999999
265,defined,500,199,0.39800000000000002
266,defined,500,197,0.39400000000000002
267,defined,500,211,0.42199999999999999
268,defined,500,216,0.432
269,defined,500,200,0.40000000000000002
270,defined,500,212,0.42399999999999999
271,defined,500,204,0.40799999999999997
272,defined,500,207,0.41399999999999998
273,defined,500,196,0.39200000000000002
274,defined,500,200,0.40000000000000002
275,defined,500,208,0.41599999999999998
276,defined,500,200,0.40000000000000002
277,defined,500,205,0.40999999999999998
278,defined,500,202,0.40400000000000003
279,defined,500,185,0.37
280,defined,500,197,0.39400000000000002
281,defined,500,210,0.41999999999999998
282,defined,500,196,0.39200000000000002
283,defined,500,198,0.39600000000000002
284,defined,500,200,0.40000000000000002
285,defined,500,207,0.41399999999999998
286,defined,500,203,0.40600000000000003
287,defined,500,199,0.39800000000000002
288,defined,500,217,0.434
289,defined,500,206,0.41199999999999998
290,defined,500,212,0.42399999999999999
291,defined,500,208,0.41599999999999998
292,defined,500,203,0.40600000000000003
293,defined,500,214,0.42799999999999999
294,defined,500,205,0.40999999999999998
295,defined,500,208,0.41599999999999998
296,defined,500,194,0.38800000000000001
297,defined,500,212,0.42399999999999999
298,defined,500,211,0.42199999999999999
299,defined,500,208,0.41599999999999998
300,defined,500,202,0.40400000000000003
301,defined,500,202,0.40400000000000003
302,defined,500,203,0.40600000000000003
303,defined,500,215,0.42999999999999999
304,defined,500,216,0.432
305,defined,500,203,0.40600000000000003
306,defined,500,222,0.44400000000000001
307,defined,500,223,0.44600000000000001
308,defined,500,205,0.40999999999999998
309,defined,500,210,0.41999999999999998
310,defined,500,201,0.40200000000000002
311,defined,500,205,0.40999999999999998
312,defined,500,209,0.41799999999999998
313,defined,500,210,0.41999999999999998
314,defined,500,202,0.40400000000000003
315,defined,500,216,0.432
316,defined,500,205,0.40999999999999998
317,defined,500,207,0.41399999999999998
318,defined,500,202,0.40400000000000003
319,defined,500,202,0.40400000000000003
320,defined,500,208,0.41599999999999998
321,defined,500,207,0.41399999999999998
322,defined,500,208,0.41599999999999998
323,defined,500,205,0.40999999999999998
324,defined,500,207,0.41399999999999998
325,defined,500,207,0.41399999999999998
326,defined,500,208,0.41599999999999998
327,defined,500,203,0.40600000000000003
328,defined,500,209,0.41799999999999998
329,defined,500,217,0.434
330,defined,500,212,0.42399999999999999
331,defined,500,211,0.42199999999999999
332,defined,500,220,0.44
333,defined,500,200,0.40000000000000002
334,defined,500,207,0.41399999999999998
335,defined,500,203,0.40600000000000003
336,defined,500,199,0.39800000000000002
337,defined,500,210,0.41999999999999998
338,defined,500,200,0.40000000000000002
339,defined,500,216,0.432
340,defined,500,219,0.438
341,defined,500,205,0.40999999999999998
342,defined,500,201,0.40200000000000002
343,defined,500,211,0.42199999999999999
344,defined,500,213,0.42599999999999999
345,defined,500,197,0.39400000000000002
346,defined,500,194,0.38800000000000001
347,defined,500,210,0.41999999999999998
348,defined,500,211,0.42199999999999999
349,defined,500,212,0.42399999999999999
350,defined,500,201,0.40200000000000002
351,defined,500,211,0.42199999999999999
352,defined,500,206,0.41199999999999998
353,defined,500,194,0.38800000000000001
354,defined,500,211,0.42199999999999999
355,defined,500,210,0.41999999999999998
356,defined,500,208,0.41599999999999998
357,defined,500,210,0.41999999999999998
358,defined,500,205,0.40999999999999998
359,defined,500,218,0.436
360,defined,500,202,0.40400000000000003
361,defined,500,204,0.40799999999999997
362,defined,500,209,0.41799999999999998
363,defined,500,207,0.41399999999999998
364,defined,500,204,0.40799999999999997
365,defined,500,201,0.40200000000000002
366,defined,500,210,0.41999999999999998
367,defined,500,211,0.42199999999999999
368,defined,500,213,0.42599999999999999
369,defined,500,207,0.41399999999999998
370,defined,500,212,0.42399999999999999
371,defined,500,204,0.40799999999999997
372,defined,500,197,0.39400000000000002
373,defined,500,209,0.41799999999999998
374,defined,500,202,0.40400000000000003
375,defined,500,208,0.41599999999999998
376,defined,500,211,0.42199999999999999
377,defined,500,208,0.41599999999999998
378,defined,500,198,0.39600000000000002
379,defined,500,207,0.41399999999999998
380,defined,500,213,0.42599999999999999
381,defined,500,210,0.41999999999999998
382,defined,500,216,0.432
383,defined,500,209,0.41799999999999998
384,defined,500,198,0.39600000000000002
385,defined,500,201,0.40200000000000002
386,defined,500,202,0.40400000000000003
387,defined,500,214,0.42799999999999999
388,defined,500,203,0.40600000000000003
389,defined,500,212,0.42399999999999999
390,defined,500,203,0.40600000000000003
391,defined,500,213,0.42599999999999999
392,defined,500,215,0.42999999999999999
393,defined,500,200,0.40000000000000002
394,defined,500,210,0.41999999999999998
395,defined,500,203,0.40600000000000003
396,defined,500,199,0.39800000000000002
397,defined,500,201,0.40200000000000002
398,defined,500,203,0.40600000000000003
399,defined,500,196,0.39200000000000002
400,defined,500,202,0.40400000000000003
401,defined,500,206,0.41199999999999998
402,defined,500,216,0.432
403,defined,500,199,0.39800000000000002
404,defined,500,208,0.41599999999999998
405,defined,500,200,0.40000000000000002
406,defined,500,210,0.41999999999999998
407,defined,500,227,0.45400000000000001
408,defined,500,217,0.434
409,defined,500,214,0.42799999999999999
410,defined,500,202,0.40400000000000003
411,defined,500,201,0.40200000000000002
412,defined,500,209,0.41799999999999998
413,defined,500,202,0.40400000000000003
414,defined,500,205,0.40999999999999998
415,defined,500,194,0.38800000000000001
416,defined,500,193,0.38600000000000001
417,defined,500,209,0.41799999999999998
418,defined,500,192,0.38400000000000001
419,defined,500,207,0.41399999999999998
420,defined,500,210,0.41999999999999998
421,defined,500,208,0.41599999999999998
422,defined,500,208,0.41599999999999998
423,defined,500,197,0.39400000000000002
424,defined,500,208,0.41599999999999998
425,defined,500,200,0.40000000000000002
426,defined,500,209,0.41799999999999998
427,defined,500,201,0.40200000000000002
428,defined,500,203,0.40600000000000003
429,defined,500,217,0.434
430,defined,500,203,0.40600000000000003
431,defined,500,198,0.39600000000000002
432,defined,500,211,0.42199999999999999
433,defined,500,209,0.41799999999999998
434,defined,500,207,0.41399999999999998
435,defined,500,220,0.44
436,defined,500,219,0.438
437,defined,500,203,0.40600000000000003
438,defined,500,198,0.39600000000000002
439,defined,500,215,0.42999999999999999
440,defined,500,204,0.40799999999999997
441,defined,500,214,0.42799999999999999
442,defined,500,202,0.40400000000000003
443,defined,500,212,0.42399999999999999
444,defined,500,205,0.40999999999999998
445,defined,500,199,0.39800000000000002
446,defined,500,196,0.39200000000000002
447,defined,500,210,0.41999999999999998
448,defined,500,201,0.40200000000000002
449,defined,500,202,0.40400000000000003
450,defined,500,215,0.42999999999999999
451,defined,500,210,0.41999999999999998
452,defined,500,212,0.42399999999999999
453,defined,500,217,0.434
454,defined,500,214,0.42799999999999999
455,defined,500,216,0.432
456,defined,500,207,0.41399999999999998
457,defined,500,202,0.40400000000000003
458,defined,500,201,0.40200000000000002
459,defined,500,210,0.41999999999999998
460,defined,500,208,0.41599999999999998
461,defined,500,212,0.42399999999999999
462,defined,500,212,0.42399999999999999
463,defined,500,214,0.42799999999999999
464,defined,500,214,0.42799999999999999
465,defined,500,205,0.40999999999999998
466,defined,500,207,0.41399999999999998
467,defined,500,216,0.432
468,defined,500,206,0.41199999999999998
469,defined,500,218,0.436
470,defined,500,225,0.45000000000000001
471,defined,500,207,0.41399999999999998
472,defined,500,226,0.45200000000000001
473,defined,500,202,0.40400000000000003
474,defined,500,221,0.442
475,defined,500,212,0.42399999999999999
476,defined,500,210,0.41999999999999998
477,defined,500,206,0.41199999999999998
478,defined,500,209,0.41799999999999998
479,defined,500,205,0.40999999999999998
480,defined,500,205,0.40999999999999998
481,defined,500,209,0.41799999999999998
482,defined,500,211,0.42199999999999999
483,defined,500,196,0.39200000000000002
484,defined,500,206,0.41199999999999998
485,defined,500,207,0.41399999999999998
486,defined,500,210,0.41999999999999998
487,defined,500,191,0.38200000000000001
488,defined,500,204,0.40799999999999997
489,defined,500,201,0.40200000000000002
490,defined,500,209,0.41799999999999998
491,defined,500,207,0.41399999999999998
492,defined,500,203,0.40600000000000003
493,defined,500,199,0.39800000000000002
494,defined,500,217,0.434
495,defined,500,209,0.41799999999999998
496,defined,500,200,0.40000000000000002
497,defined,500,223,0.44600000000000001
498,defined,500,198,0.39600000000000002
499,defined,500,208,0.41599999999999998
500,defined,500,202,0.40400000000000003
501,defined,500,198,0.39600000000000002
502,defined,500,205,0.40999999999999998
503,defined,500,216,0.432
504,defined,500,208,0.41599999999999998
505,defined,500,201,0.40200000000000002
506,defined,500,210,0.41999999999999998
507,defined,500,212,0.42399999999999999
508,defined,500,212,0.42399999999999999
509,defined,500,199,0.39800000000000002
510,defined,500,197,0.39400000000000002
511,defined,500,198,0.39600000000000002
512,defined,500,204,0.40799999999999997
513,defined,500,204,0.40799999999999997
514,defined,500,212,0.42399999999999999
515,defined,500,211,0.42199999999999999
516,defined,500,200,0.40000000000000002
517,defined,500,211,0.42199999999999999
518,defined,500,212,0.42399999999999999
519,defined,500,203,0.40600000000000003
520,defined,500,210,0.41999999999999998
521,defined,500,208,0.41599999999999998
522,defined,500,207,0.41399999999999998
523,defined,500,213,0.42599999999999999
524,defined,500,214,0.42799999999999999
525,defined,500,205,0.40999999999999998
526,defined,500,213,0.42599999999999999
527,defined,500,211,0.42199999999999999
528,defined,500,195,0.39000000000000001
529,defined,500,204,0.40799999999999997
530,defined,500,214,0.42799999999999999
531,defined,500,211,0.42199999999999999
532,defined,500,211,0.42199999999999999
533,defined,500,205,0.40999999999999998
534,defined,500,210,0.41999999999999998
535,defined,500,207,0.41399999999999998
536,defined,500,198,0.39600000000000002
537,defined,500,205,0.40999999999999998
538,defined,500,201,0.40200000000000002
539,defined,500,207,0.41399999999999998
540,defined,500,217,0.434
541,defined,500,207,0.41399999999999998
542,defined,500,210,0.41999999999999998
543,defined,500,213,0.42599999999999999
544,defined,500,207,0.41399999999999998
545,defined,500,204,0.40799999999999997
546,defined,500,203,0.40600000000000003
547,defined,500,211,0.42199999999999999
548,defined,500,199,0.39800000000000002
549,defined,500,205,0.40999999999999998
550,defined,500,201,0.40200000000000002
551,defined,500,204,0.40799999999999997
552,defined,500,204,0.40799999999999997
553,defined,500,204,0.40799999999999997
554,defined,500,206,0.41199999999999998
555,defined,500,204,0.40799999999999997
556,defined,500,203,0.40600000000000003
557,defined,500,229,0.45800000000000002
558,defined,500,206,0.41199999999999998
559,defined,500,210,0.41999999999999998
560,defined,500,192,0.38400000000000001
561,defined,500,222,0.44400000000000001
562,defined,500,206,0.41199999999999998
563,defined,500,200,0.40000000000000002
564,defined,500,211,0.42199999999999999
565,defined,500,205,0.40999999999999998
566,defined,500,204,0.40799999999999997
567,defined,500,200,0.40000000000000002
568,defined,500,208,0.41599999999999998
569,defined,500,187,0.374
570,defined,500,208,0.41599999999999998
571,defined,500,218,0.436
572,defined,500,199,0.39800000000000002
573,defined,500,206,0.41199999999999998
574,defined,500,205,0.40999999999999998
575,defined,500,217,0.434
576,defined,500,207,0.41399999999999998
577,defined,500,216,0.432
578,defined,500,219,0.438
579,defined,500,200,0.40000000000000002
580,defined,500,209,0.41799999999999998
581,defined,500,210,0.41999999999999998
582,defined,500,186,0.372
583,defined,500,213,0.42599999999999999
584,defined,500,209,0.41799999999999998
585,defined,500,216,0.432
586,defined,500,208,0.41599999999999998
587,defined,500,203,0.40600000000000003
588,defined,500,211,0.42199999999999999
589,defined,500,212,0.42399999999999999
590,defined,500,214,0.42799999999999999
591,defined,500,207,0.41399999999999998
592,defined,500,216,0.432
593,defined,500,206,0.41199999999999998
594,defined,500,219,0.438
595,defined,500,201,0.40200000000000002
596,defined,500,198,0.39600000000000002
597,defined,500,209,0.41799999999999998
598,defined,500,199,0.39800000000000002
599,defined,500,208,0.41599999999999998
600,defined,500,200,0.40000000000000002
601,defined,500,210,0.41999999999999998
602,defined,500,197,0.39400000000000002
603,defined,500,219,0.438
604,defined,500,205,0.40999999999999998
605,defined,500,204,0.40799999999999997
606,defined,500,218,0.436
607,defined,500,215,0.42999999999999999
608,defined,500,214,0.42799999999999999
609,defined,500,197,0.39400000000000002
610,defined,500,207,0.41399999999999998
611,defined,500,203,0.40600000000000003
612,defined,500,220,0.44
613,defined,500,202,0.40400000000000003
614,defined,500,208,0.41599999999999998
615,defined,500,211,0.42199999999999999
616,defined,500,203,0.40600000000000003
617,defined,500,200,0.40000000000000002
618,defined,500,202,0.40400000000000003
619,defined,500,209,0.41799999999999998
620,defined,500,208,0.41599999999999998
621,defined,500,203,0.40600000000000003
622,defined,500,203,0.40600000000000003
623,defined,500,207,0.41399999999999998
624,defined,500,205,0.40999999999999998
625,defined,500,202,0.40400000000000003
626,defined,500,213,0.42599999999999999
627,defined,500,204,0.40799999999999997
628,defined,500,211,0.42199999999999999
629,defined,500,199,0.39800000000000002
630,defined,500,201,0.40200000000000002
631,defined,500,214,0.42799999999999999
632,defined,500,208,0.41599999999999998
633,defined,500,202,0.40400000000000003
634,defined,500,204,0.40799999999999997
635,defined,500,204,0.40799999999999997
636,defined,500,210,0.41999999999999998
637,defined,500,208,0.41599999999999998
638,defined,500,203,0.40600000000000003
639,defined,500,215,0.42999999999999999
640,defined,500,210,0.41999999999999998
641,defined,500,195,0.39000000000000001
642,defined,500,216,0.432
643,defined,500,202,0.40400000000000003
644,defined,500,223,0.44600000000000001
645,defined,500,207,0.41399999999999998
646,defined,500,204,0.40799999999999997
647,defined,500,210,0.41999999999999998
648,defined,500,203,0.40600000000000003
649,defined,500,210,0.41999999999999998
650,defined,500,216,0.432
651,defined,500,202,0.40400000000000003
652,defined,500,205,0.40999999999999998
653,defined,500,202,0.40400000000000003
654,defined,500,211,0.42199999999999999
655,defined,500,205,0.40999999999999998
656,defined,500,201,0.40200000000000002
657,defined,500,212,0.42399999999999999
658,defined,500,206,0.41199999999999998
659,defined,500,201,0.40200000000000002
660,defined,500,201,0.40200000000000002
661,defined,500,217,0.434
662,defined,500,210,0.41999999999999998
663,defined,500,198,0.39600000000000002
664,defined,500,206,0.41199999999999998
665,defined,500,213,0.42599999999999999
666,defined,500,198,0.39600000000000002
667,defined,500,204,0.40799999999999997
668,defined,500,204,0.40799999999999997
669,defined,500,196,0.39200000000000002
670,defined,500,206,0.41199999999999998
671,defined,500,215,0.42999999999999999
672,defined,500,209,0.41799999999999998
673,defined,500,204,0.40799999999999997
674,defined,500,205,0.40999999999999998
675,defined,500,207,0.41399999999999998
676,defined,500,211,0.42199999999999999
677,defined,500,193,0.38600000000000001
678,defined,500,212,0.42399999999999999
679,defined,500,211,0.42199999999999999
680,defined,500,211,0.42199999999999999
681,defined,500,219,0.438
682,defined,500,200,0.40000000000000002
683,defined,500,205,0.40999999999999998
684,defined,500,214,0.42799999999999999
685,defined,500,206,0.41199999999999998
686,defined,500,200,0.40000000000000002
687,defined,500,203,0.40600000000000003
688,defined,500,203,0.40600000000000003
689,defined,500,202,0.40400000000000003
690,defined,500,220,0.44
691,defined,500,220,0.44
692,defined,500,213,0.42599999999999999
693,defined,500,201,0.40200000000000002
694,defined,500,200,0.40000000000000002
695,defined,500,207,0.41399999999999998
696,defined,500,207,0.41399999999999998
697,defined,500,197,0.39400000000000002
698,defined,500,215,0.42999999999999999
699,defined,500,209,0.41799999999999998
700,defined,500,199,0.39800000000000002
701,defined,500,205,0.40999999999999998
702,defined,500,206,0.41199999999999998
703,defined,500,199,0.39800000000000002
704,defined,500,215,0.42999999999999999
705,defined,500,213,0.42599999999999999
706,defined,500,204,0.40799999999999997
707,defined,500,204,0.40799999999999997
708,defined,500,214,0.42799999999999999
709,defined,500,202,0.40400000000000003
710,defined,500,208,0.41599999999999998
711,defined,500,200,0.40000000000000002
712,defined,500,218,0.436
713,defined,500,198,0.39600000000000002
714,defined,500,210,0.41999999999999998
715,defined,500,213,0.42599999999999999
716,defined,500,208,0.41599999999999998
717,defined,500,205,0.40999999999999998
718,defined,500,201,0.40200000000000002
719,defined,500,219,0.438
720,defined,500,197,0.39400000000000002
721,defined,500,212,0.42399999999999999
722,defined,500,205,0.40999999999999998
723,defined,500,210,0.41999999999999998
724,defined,500,218,0.436
725,defined,500,216,0.432
726,defined,500,202,0.40400000000000003
727,defined,500,206,0.41199999999999998
728,defined,500,206,0.41199999999999998
729,defined,500,204,0.40799999999999997
730,defined,500,210,0.41999999999999998
731,defined,500,211,0.42199999999999999
732,defined,500,216,0.432
733,defined,500,196,0.39200000000000002
734,defined,500,205,0.40999999999999998
735,defined,500,211,0.42199999999999999
736,defined,500,213,0.42599999999999999
737,defined,500,209,0.41799999999999998
738,defined,500,214,0.42799999999999999
739,defined,500,204,0.40799999999999997
740,defined,500,204,0.40799999999999997
741,defined,500,205,0.40999999999999998
742,defined,500,217,0.434
743,defined,500,210,0.41999999999999998
744,defined,500,216,0.432
745,defined,500,206,0.41199999999999998
746,defined,500,203,0.40600000000000003
747,defined,500,201,0.40200000000000002
748,defined,500,200,0.40000000000000002
749,defined,500,200,0.40000000000000002
750,defined,500,214,0.42799999999999999
751,defined,500,203,0.40600000000000003
752,defined,500,207,0.41399999999999998
753,defined,500,204,0.40799999999999997
754,defined,500,212,0.42399999999999999
755,defined,500,214,0.42799999999999999
756,defined,500,203,0.40600000000000003
757,defined,500,210,0.41999999999999998
758,defined,500,202,0.40400000000000003
759,defined,500,203,0.40600000000000003
760,defined,500,206,0.41199999999999998
761,defined,500,208,0.41599999999999998
762,defined,500,220,0.44
763,defined,500,212,0.42399999999999999
764,defined,500,205,0.40999999999999998
765,defined,500,204,0.40799999999999997
766,defined,500,205,0.40999999999999998
767,defined,500,214,0.42799999999999999
768,defined,500,199,0.39800000000000002
769,defined,500,208,0.41599999999999998
770,defined,500,201,0.40200000000000002
771,defined,500,208,0.41599999999999998
772,defined,500,198,0.39600000000000002
773,defined,500,221,0.442
774,defined,500,219,0.438
775,defined,500,212,0.42399999999999999
776,defined,500,196,0.39200000000000002
777,defined,500,212,0.42399999999999999
778,defined,500,203,0.40600000000000003
779,defined,500,201,0.40200000000000002
780,defined,500,212,0.42399999999999999
781,defined,500,208,0.41599999999999998
782,defined,500,210,0.41999999999999998
783,defined,500,208,0.41599999999999998
784,defined,500,200,0.40000000000000002
785,defined,500,205,0.40999999999999998
786,defined,500,209,0.41799999999999998
787,defined,500,208,0.41599999999999998
788,defined,500,207,0.41399999999999998
789,defined,500,211,0.42199999999999999
790,defined,500,214,0.42799999999999999
791,defined,500,202,0.40400000000000003
792,defined,500,209,0.41799999999999998
