truth_family,model_id,forecast_day,cluster_count,finite_forecast_count,unavailable_forecast_count,mean_absolute_error_pp_among_finite,median_absolute_error_pp_among_finite,p90_absolute_error_pp_among_finite,mean_noisy_absolute_error_pp_among_finite,median_noisy_absolute_error_pp_among_finite
__all__,target_prefix_bounded_power_law,7305,1000,1000,0,6.8698214304565628,3.8565901716548794,17.789080712942482,6.9017441283042551,3.8983918546517344
__all__,target_prefix_bounded_power_law,9131.25,1000,1000,0,9.4283073019986183,5.00769242828882,24.058021619735054,9.4586451347935352,4.9927118971595021
__all__,target_prefix_persistence,1095.75,1000,1000,0,0.31568251602291492,0.27792116885211016,0.63959066522732688,0.29108478939788801,0.24976811213351624
__all__,target_prefix_persistence,1461,1000,1000,0,0.5157237733571568,0.47605390238383904,1.016240982345417,0.50105764684169352,0.44673026271251359
__all__,target_prefix_persistence,1826.25,1000,1000,0,0.71684066116011125,0.64313081833088148,1.3937054544097507,0.69692870215736291,0.6084227510603597
__all__,target_prefix_persistence,2556.75,1000,1000,0,1.1253456264473072,0.97184277898980298,2.2152995328868812,1.1105089026431096,0.93372940950429495
__all__,target_prefix_persistence,3652.5,1000,1000,0,1.7702428711585849,1.4592587238170296,3.5177233469643316,1.7566427746527746,1.4389371356483807
__all__,target_prefix_persistence,5478.75,1000,1000,0,2.9749297176378651,2.3116410360387576,6.17460021656394,2.965210432404795,2.2799697514534145
__all__,target_prefix_persistence,7305,1000,1000,0,4.2864049911750097,3.3226733347426745,8.8542631444417115,4.2747351693444378,3.2667172118560472
__all__,target_prefix_persistence,9131.25,1000,1000,0,5.573298845981741,4.1262697937299322,12.194705688562738,5.5651605579532912,4.1274599970880388
__all__,target_prefix_sqrt_time,1095.75,1000,1000,0,0.45221949556176061,0.32568848985027188,0.9926622725467027,0.41017930027439059,0.27440984802060342
__all__,target_prefix_sqrt_time,1461,1000,1000,0,0.60694503014995238,0.42950781187708031,1.3462924739674635,0.56847970563124861,0.39173318107712873
__all__,target_prefix_sqrt_time,1826.25,1000,1000,0,0.76430116148571348,0.54180619047875922,1.6749145499553337,0.72165583421585255,0.49480190790023926
__all__,target_prefix_sqrt_time,2556.75,1000,1000,0,1.0877845709026539,0.77981017649213413,2.3995799133858382,1.0507157994502332,0.75094520454329228
__all__,target_prefix_sqrt_time,3652.5,1000,1000,0,1.6208425140021501,1.2083032382103909,3.6317607428140919,1.5861360479964741,1.1406331967536687
__all__,target_prefix_sqrt_time,5478.75,1000,1000,0,2.6463829754782564,1.9826929501515593,5.9945183713021768,2.6123176637180321,1.933355133666808
__all__,target_prefix_sqrt_time,7305,1000,1000,0,3.829243097600243,2.9137654548964491,8.6163603960081403,3.7941086158219322,2.8470654099031165
__all__,target_prefix_sqrt_time,9131.25,1000,1000,0,5.0100469065149156,3.6605634056676095,11.042752536275762,4.9829155161229073,3.6983488864533314
dual_power,candidate,1095.75,200,200,0,0.23182716770134321,0.18663633929379841,0.48541865869814133,0.20572382260242145,0.16618522927280566
dual_power,candidate,1461,200,200,0,0.33021343571596146,0.28131473260483375,0.69922993551880375,0.3339582079247726,0.25995235283120621
dual_power,candidate,1826.25,200,200,0,0.45151532115834753,0.38090808068606918,0.99294993393982045,0.46846157425195761,0.35556200100837998
dual_power,candidate,2556.75,200,200,0,0.75990999901227385,0.60520839553713301,1.6310595342796999,0.79563801447600047,0.62550504515195371
dual_power,candidate,3652.5,200,200,0,1.3149995329018076,0.9579280223607185,2.7291314227106014,1.360170413208351,1.0023946030499431
dual_power,candidate,5478.75,200,200,0,2.2623118097307944,1.4050609066607578,4.994881532419547,2.3068003986222774,1.4473585001135874
dual_power,candidate,7305,200,200,0,3.5113105597253162,2.1862124295703609,7.8810290209606748,3.5340653979682966,2.1532408371487861
dual_power,candidate,9131.25,200,200,0,4.9844291275203547,3.2394646709231836,11.194687248658077,5.0031677993698285,3.0871428521338942
dual_power,target_prefix_bounded_power_law,1095.75,200,200,0,0.23628893972602902,0.19809049339781382,0.48701076255770059,0.22365109123537807,0.16852493590936746
dual_power,target_prefix_bounded_power_law,1461,200,200,0,0.34757007604947249,0.30397473825073718,0.71343779480375225,0.36421969353799194,0.32138193089456735
dual_power,target_prefix_bounded_power_law,1826.25,200,200,0,0.48419616548692074,0.42024865885216656,1.0157060007702978,0.50942879281001019,0.41521388207929988
dual_power,target_prefix_bounded_power_law,2556.75,200,200,0,0.81981262677275535,0.65873764043812599,1.7360957072578751,0.85864638764329182,0.67475406934434545
dual_power,target_prefix_bounded_power_law,3652.5,200,200,0,1.4218937083111265,1.1313754325208336,3.0927769745042326,1.4747251393297125,1.1295211543871346
dual_power,target_prefix_bounded_power_law,5478.75,200,200,0,2.6061819919626403,1.9063397665578634,5.7515658568515633,2.6654220654576037,1.8929626039232375
dual_power,target_prefix_bounded_power_law,7305,200,200,0,3.9793219844253196,2.7947595086364174,8.8424897309788442,4.0290771221363677,2.7929286380079859
dual_power,target_prefix_bounded_power_law,9131.25,200,200,0,5.4945573904307299,3.5805037840109932,12.37384338903343,5.5484543319307731,3.6801381976525107
dual_power,target_prefix_persistence,1095.75,200,200,0,0.33939451592763786,0.2911046033909841,0.70451940919459166,0.32937870050334572,0.30291780125885737
dual_power,target_prefix_persistence,1461,200,200,0,0.60331033765490572,0.55823286588798737,1.0927179449433964,0.59357816648153627,0.56143104923893361
dual_power,target_prefix_persistence,1826.25,200,200,0,0.88894614055926946,0.82546957337208937,1.5841937534128874,0.868002275906542,0.81945353648354313
dual_power,target_prefix_persistence,2556.75,200,200,0,1.4666083992639136,1.3715234769869582,2.5323454125363098,1.4460987042068718,1.3787937671032751
dual_power,target_prefix_persistence,3652.5,200,200,0,2.3417813362670987,2.1588513835170886,4.0731906839178231,2.3477684873880675,2.1678616347486397
dual_power,target_prefix_persistence,5478.75,200,200,0,3.830666041475391,3.417121738383905,6.685930929698217,3.8356198484260413,3.394176873682845
dual_power,target_prefix_persistence,7305,200,200,0,5.3628274720730227,4.7069411089022353,9.5923082988029318,5.3625320192386576,4.6608098565641427
dual_power,target_prefix_persistence,9131.25,200,200,0,6.9374320631591395,5.9438908232971528,12.593943636102436,6.9488494655663953,5.9239662344509014
dual_power,target_prefix_sqrt_time,1095.75,200,200,0,0.31605158546323958,0.25301847650202092,0.64249450521336626,0.27417870561549362,0.23190802842539426
dual_power,target_prefix_sqrt_time,1461,200,200,0,0.43422424409179256,0.37193408343125611,0.88050447633285345,0.39100486624538555,0.33498375123473778
dual_power,target_prefix_sqrt_time,1826.25,200,200,0,0.57249974225971156,0.50203922421471248,1.2132418398495757,0.53734480690670017,0.46860998233204043
dual_power,target_prefix_sqrt_time,2556.75,200,200,0,0.89350401797684897,0.77362375970310637,1.9112407027315368,0.86802432528641082,0.77255927529029123
dual_power,target_prefix_sqrt_time,3652.5,200,200,0,1.4575123466382709,1.2080207827515537,3.1690184539094708,1.4448671470482197,1.214907180905378
dual_power,target_prefix_sqrt_time,5478.75,200,200,0,2.5178148706482082,2.0503312156700062,5.2958143721616251,2.5030485245280154,2.0732849864667955
dual_power,target_prefix_sqrt_time,7305,200,200,0,3.6864203766807071,3.0050263427169099,7.6557251788453815,3.6683736329753454,2.9717920613722768
dual_power,target_prefix_sqrt_time,9131.25,200,200,0,4.9400222698552838,3.9598803757690959,10.31567451329826,4.937543821190987,3.9489040893576899
early_activation_plus_power,candidate,1095.75,200,200,0,0.48313543549421156,0.41758195025161626,0.93896189529734209,0.44742753918366984,0.3793674480966871
early_activation_plus_power,candidate,1461,200,200,0,0.92993257500201276,0.76606680134572258,1.9033408946913084,0.90979972012882404,0.74835227424834017
early_activation_plus_power,candidate,1826.25,200,200,0,1.4672667585915866,1.2118211892369928,2.9982373791997032,1.4541230938170508,1.2234328010445878
early_activation_plus_power,candidate,2556.75,200,200,0,2.7345811984999688,2.2810523263668756,5.5493564393618176,2.7330977298359729,2.2106030321633412
early_activation_plus_power,candidate,3652.5,200,200,0,5.0237867097761439,3.9523872996936049,10.308761063076444,5.0065893127400054,3.8509722006770204
early_activation_plus_power,candidate,5478.75,200,200,0,9.6747390678455023,7.8840662133228676,20.622170962430165,9.6729951554454612,7.86489023433694
early_activation_plus_power,candidate,7305,200,200,0,15.126246579763565,12.310653266141543,33.171772479691498,15.139469258475343,12.274546747358166
early_activation_plus_power,candidate,9131.25,200,200,0,21.277992773270412,16.705291254851517,47.965358183425046,21.283540765702483,16.789149015830368
early_activation_plus_power,target_prefix_bounded_power_law,1095.75,200,200,0,0.48321911989856892,0.41758046699411722,0.93896185344852223,0.44751119312107923,0.37936723885258772
early_activation_plus_power,target_prefix_bounded_power_law,1461,200,200,0,0.93010244087016958,0.76606884963738509,1.9033408946913084,0.90996960078251699,0.74835227424834017
early_activation_plus_power,target_prefix_bounded_power_law,1826.25,200,200,0,1.4675418500947268,1.2118221507100913,2.9982373791997032,1.4543983484647041,1.2234363696638866
early_activation_plus_power,target_prefix_bounded_power_law,2556.75,200,200,0,2.7351098625897561,2.2810570359759623,5.5493564393618176,2.7336296606465442,2.2106030321633412
early_activation_plus_power,target_prefix_bounded_power_law,3652.5,200,200,0,5.021266889303595,3.9523794092949132,10.308761063076444,5.0041731609181621,3.8509722006770204
early_activation_plus_power,target_prefix_bounded_power_law,5478.75,200,200,0,9.6292707809915594,7.8840662133228676,20.622170962430165,9.6311875050799287,7.86489023433694
early_activation_plus_power,target_prefix_bounded_power_law,7305,200,200,0,15.036364286375658,12.310665662132614,33.171772479691498,15.050009930139586,12.274546747358166
early_activation_plus_power,target_prefix_bounded_power_law,9131.25,200,200,0,21.119392234687428,16.705291254851517,47.965358183425046,21.124316391344301,16.789149015830368
early_activation_plus_power,target_prefix_persistence,1095.75,200,200,0,0.34556808197154049,0.29947427852750508,0.71518978150418777,0.32583226650572233,0.29001356546456236
early_activation_plus_power,target_prefix_persistence,1461,200,200,0,0.57658112387823157,0.50024417622572059,1.1242713943468514,0.5558082842218165,0.48478213378643886
early_activation_plus_power,target_prefix_persistence,1826.25,200,200,0,0.79396583209115934,0.69568255851780236,1.5616519896764001,0.76978045637081105,0.64220222436935614
early_activation_plus_power,target_prefix_persistence,2556.75,200,200,0,1.1978022304575546,0.99664512948684347,2.3431537414718062,1.1794452348175903,0.96073028358087242
early_activation_plus_power,target_prefix_persistence,3652.5,200,200,0,1.7368676110923245,1.4176969601863476,3.3498235831255752,1.7336118411526775,1.4180428377341983
early_activation_plus_power,target_prefix_persistence,5478.75,200,200,0,2.5250230703516858,2.0121268884417205,4.9507300776684486,2.5150179270357387,1.941474823474671
early_activation_plus_power,target_prefix_persistence,7305,200,200,0,3.2250758844752601,2.502598723320979,6.3744185566204292,3.2017806869889647,2.5281918974730431
early_activation_plus_power,target_prefix_persistence,9131.25,200,200,0,3.8665535671215419,2.9594358092722359,7.6956846821259193,3.8522954701138015,3.0198613222620594
early_activation_plus_power,target_prefix_sqrt_time,1095.75,200,200,0,0.53175345058750001,0.47646215694443583,1.0290069855957853,0.50141638135176037,0.45415687782749359
early_activation_plus_power,target_prefix_sqrt_time,1461,200,200,0,0.66724451318398736,0.59917063419488414,1.3025194467314247,0.62636480318373378,0.5324611755145483
early_activation_plus_power,target_prefix_sqrt_time,1826.25,200,200,0,0.79285742430497574,0.69028772834555951,1.5951528651478639,0.7410472045070543,0.6360376734645854
early_activation_plus_power,target_prefix_sqrt_time,2556.75,200,200,0,1.0260120741890799,0.90247406771715077,2.1150326103389019,0.98437262974883277,0.862359372258517
early_activation_plus_power,target_prefix_sqrt_time,3652.5,200,200,0,1.347137313698878,1.1101712473251766,2.9044076853347542,1.3005039913666123,1.067066639198103
early_activation_plus_power,target_prefix_sqrt_time,5478.75,200,200,0,1.8363247762224819,1.394092674649265,4.089441113525643,1.7840790120126206,1.372018492923047
early_activation_plus_power,target_prefix_sqrt_time,7305,200,200,0,2.2860813227379317,1.7210728287430896,5.3255595051353497,2.2244324306255754,1.7411062243714497
early_activation_plus_power,target_prefix_sqrt_time,9131.25,200,200,0,2.7100644084037344,2.0106635227843412,6.435649155686626,2.670187381665619,1.9219042769444741
late_knee,candidate,1095.75,200,200,0,0.21301933420107516,0.15792622548374169,0.47787294579401707,0.17728428120266593,0.11808385079817896
late_knee,candidate,1461,200,200,0,0.2911147828180396,0.2189669212662011,0.62358293438625334,0.28990072374342207,0.20104681282904835
late_knee,candidate,1826.25,200,200,0,0.39702174560525905,0.26666801296480713,0.88286769619994732,0.4114182832407135,0.27948429585831747
late_knee,candidate,2556.75,200,200,0,0.71798315785964262,0.42724525700016613,1.766113745948352,0.7378651795686797,0.43124397761754096
late_knee,candidate,3652.5,200,200,0,1.4972309710988503,0.85217304380113745,3.6137062404953637,1.5125939544016109,0.84258719749039557
late_knee,candidate,5478.75,200,200,0,3.3908181949006679,2.2951268960389513,7.3326053799499089,3.3952654720912996,2.2812737964762846
late_knee,candidate,7305,200,200,0,5.8349742633393245,4.3826329349762361,12.209612874950318,5.8588034847030261,4.5478670880697507
late_knee,candidate,9131.25,200,200,0,8.4087064408158145,6.8365631765878447,16.889181589895397,8.4335822471792614,6.7976348322899156
late_knee,target_prefix_bounded_power_law,1095.75,200,200,0,0.20887824619358994,0.15422254296038318,0.47048648517142339,0.18543632947512173,0.12342368560222639
late_knee,target_prefix_bounded_power_law,1461,200,200,0,0.28444928750484488,0.20840745396675686,0.62447430219253586,0.29481232478013936,0.1941178890454367
late_knee,target_prefix_bounded_power_law,1826.25,200,200,0,0.39214312568927862,0.26205521901157169,0.98508190925783989,0.41903641856381768,0.28047549963854124
late_knee,target_prefix_bounded_power_law,2556.75,200,200,0,0.72925681793251518,0.42724540391364485,1.8893436548299332,0.75824271268631038,0.43792441814824201
late_knee,target_prefix_bounded_power_law,3652.5,200,200,0,1.55032965757366,0.87141454888940473,3.9574317942819177,1.5735354523800675,0.88930910082939363
late_knee,target_prefix_bounded_power_law,5478.75,200,200,0,3.6772151585717641,2.5474487505124515,8.0030508124791169,3.6967051501702688,2.5686763793215874
late_knee,target_prefix_bounded_power_law,7305,200,200,0,6.3735236916996261,5.3249645361157931,12.758568023734686,6.3998100350205211,5.3905933468981218
late_knee,target_prefix_bounded_power_law,9131.25,200,200,0,9.2557332107746202,7.8780661055708805,17.575157338271929,9.2807896754163295,7.9384872860187556
late_knee,target_prefix_persistence,1095.75,200,200,0,0.26544002799248956,0.23132403881437114,0.55714458614509943,0.23416809309217249,0.19366494349437602
late_knee,target_prefix_persistence,1461,200,200,0,0.42274531549203248,0.37543842528966564,0.83852136241331154,0.41871534850839287,0.37365707523286318
late_knee,target_prefix_persistence,1826.25,200,200,0,0.60909667484660657,0.50808042712544221,1.2531272520202748,0.60600555194399819,0.50077895785012316
late_knee,target_prefix_persistence,2556.75,200,200,0,1.0976933754875318,0.90273611252047203,2.1386450780090822,1.0939482393771289,0.91375289235746493
late_knee,target_prefix_persistence,3652.5,200,200,0,2.1506995795531729,1.7242416468796975,4.588005089194537,2.1375976067984994,1.7909837703988742
late_knee,target_prefix_persistence,5478.75,200,200,0,4.8010871310134995,3.8979042924385965,9.3000591772700378,4.8016829060538333,3.9648018289142328
late_knee,target_prefix_persistence,7305,200,200,0,8.1547148025015215,7.1598823672203906,14.188262919322801,8.1441018102509517,7.1775338201128065
late_knee,target_prefix_persistence,9131.25,200,200,0,11.481833529871659,10.207442998819914,19.782914494654175,11.471403803469654,10.152731153079046
late_knee,target_prefix_sqrt_time,1095.75,200,200,0,0.289064769526165,0.23904667062326013,0.61470468252809951,0.22672342818883173,0.16599339490078791
late_knee,target_prefix_sqrt_time,1461,200,200,0,0.365737939604036,0.30095447169196632,0.75005402248104203,0.32586527652697655,0.24932205940247343
late_knee,target_prefix_sqrt_time,1826.25,200,200,0,0.46688995361989305,0.36050528174682483,1.0111635762600215,0.41103323135194941,0.33067682211927263
late_knee,target_prefix_sqrt_time,2556.75,200,200,0,0.75184009958599063,0.559942066134127,1.6352549180466667,0.72078675434763928,0.51736535391663807
late_knee,target_prefix_sqrt_time,3652.5,200,200,0,1.4935970176826043,0.97371002685387253,3.4469957534252584,1.4438238481457097,0.877945297635641
late_knee,target_prefix_sqrt_time,5478.75,200,200,0,3.5670583405916636,2.7564901537880147,7.1721993863441087,3.5548606663160109,2.7404812654431083
late_knee,target_prefix_sqrt_time,7305,200,200,0,6.5535815138292062,5.7302422351149218,12.339777691657073,6.540721088079672,5.6127095499608188
late_knee,target_prefix_sqrt_time,9131.25,200,200,0,9.6020132220260788,8.4718381042987119,17.630407302538234,9.5915834956240733,8.3055389711319165
saturating_plus_slow,candidate,1095.75,200,200,0,0.66002112656151068,0.60269513414330333,1.2348584941850675,0.66659351135161582,0.58757975792411798
saturating_plus_slow,candidate,1461,200,200,0,1.0704621929993501,1.0271485108607195,1.9660460413251015,1.0940527356765923,1.0630932921804543
saturating_plus_slow,candidate,1826.25,200,200,0,1.4696570932709718,1.395842844329934,2.7076742306581054,1.4887832090434177,1.4028530328581397
saturating_plus_slow,candidate,2556.75,200,200,0,2.2167192630440953,1.9466676009961645,4.2219913636233706,2.216000776247149,1.9558947566552547
saturating_plus_slow,candidate,3652.5,200,200,0,3.2482959154438316,2.6626703867970321,6.3834100144753219,3.2576752086650709,2.6783563643840722
saturating_plus_slow,candidate,5478.75,200,200,0,4.8780058363393399,3.8348076004123328,9.8940162233102971,4.8814135164590526,3.889565779406233
saturating_plus_slow,candidate,7305,200,200,0,6.3775098952352485,4.7355213249240009,13.799096541508934,6.3791865214516426,4.7525728865982515
saturating_plus_slow,candidate,9131.25,200,200,0,7.8262170658740704,5.4110053406470158,17.29732052701447,7.824234240069841,5.3374609721946982
saturating_plus_slow,target_prefix_bounded_power_law,1095.75,200,200,0,0.65984757518643444,0.60507172195057279,1.2348589305032747,0.66362532349010139,0.58757993749063786
saturating_plus_slow,target_prefix_bounded_power_law,1461,200,200,0,1.0684672339744536,1.0271485108607195,1.9660460413251015,1.0924310027442641,1.0449964892228536
saturating_plus_slow,target_prefix_bounded_power_law,1826.25,200,200,0,1.4648270578165756,1.395842844329934,2.7076742306581054,1.4827654396886925,1.4217362158160043
saturating_plus_slow,target_prefix_bounded_power_law,2556.75,200,200,0,2.2038148211231343,1.9503919994941228,4.2130351951175111,2.2068714768089519,1.9558947566552547
saturating_plus_slow,target_prefix_bounded_power_law,3652.5,200,200,0,3.2063396978615812,2.6801360787461164,6.2322625627386516,3.2222716275642767,2.7086814284601104
saturating_plus_slow,target_prefix_bounded_power_law,5478.75,200,200,0,4.706841601397608,3.811624995101532,9.5637108817016756,4.7090246586859754,3.8040956339092205
saturating_plus_slow,target_prefix_bounded_power_law,7305,200,200,0,6.0820627148041124,4.6436584672845953,12.407942460831814,6.0921606031719193,4.5974371742794133
saturating_plus_slow,target_prefix_bounded_power_law,9131.25,200,200,0,7.3754420330058634,5.265826661225816,15.031198325028701,7.3739592618678191,5.1474758381989503
saturating_plus_slow,target_prefix_persistence,1095.75,200,200,0,0.27884836391086232,0.22774166560891018,0.59528562165117616,0.24480204916653009,0.20650020767914157
saturating_plus_slow,target_prefix_persistence,1461,200,200,0,0.39563890364630866,0.34117482110764996,0.80093740496401145,0.37738237502109911,0.32080938562258154
saturating_plus_slow,target_prefix_persistence,1826.25,200,200,0,0.49160057476964653,0.46303310638634088,0.95235375719976212,0.46856337174078455,0.39471442103617704
saturating_plus_slow,target_prefix_persistence,2556.75,200,200,0,0.65397916973950887,0.6007381854092344,1.2308706211519391,0.65787119369910696,0.58201289980777915
saturating_plus_slow,target_prefix_persistence,3652.5,200,200,0,0.86479469279167143,0.81079147708648946,1.6104071201122081,0.86361895191463989,0.72363276115801511
saturating_plus_slow,target_prefix_persistence,5478.75,200,200,0,1.1643536912149854,1.0284439729062811,2.1405166509784008,1.1635625896691522,1.0287975730203485
saturating_plus_slow,target_prefix_persistence,7305,200,200,0,1.4277853514636671,1.1888153138474991,2.6174721451179961,1.4296055891597794,1.1553204689881085
saturating_plus_slow,target_prefix_persistence,9131.25,200,200,0,1.668341846695524,1.3649746775383989,3.1298010372869909,1.6741876103710982,1.2804221467127803
saturating_plus_slow,target_prefix_sqrt_time,1095.75,200,200,0,0.78905602091639537,0.60679693773767696,1.8633629264921661,0.76799926766753335,0.55413328943796358
saturating_plus_slow,target_prefix_sqrt_time,1461,200,200,0,1.1331141824120803,0.81168648217461481,2.6215341112034136,1.1275749399475907,0.83889017016948486
saturating_plus_slow,target_prefix_sqrt_time,1826.25,200,200,0,1.4579285681561454,1.1331577781190845,3.2987531847871407,1.4458262870284881,1.1867585072750444
saturating_plus_slow,target_prefix_sqrt_time,2556.75,200,200,0,2.0492100106884128,1.6689611397258659,4.4659227935287475,2.0323483198320376,1.6827897421499998
saturating_plus_slow,target_prefix_sqrt_time,3652.5,200,200,0,2.8221230532035388,2.4547465465035074,5.9416893433297444,2.8229386845447992,2.4510211447007109
saturating_plus_slow,target_prefix_sqrt_time,5478.75,200,200,0,3.9079359583479127,3.4350354970511106,7.9631374922895937,3.8927799173331299,3.385068192947692
saturating_plus_slow,target_prefix_sqrt_time,7305,200,200,0,4.8223289115925043,4.1955089713539238,9.654459382374009,4.8053732542073684,4.1951970655136321
saturating_plus_slow,target_prefix_sqrt_time,9131.25,200,200,0,5.6242683786013945,4.971391649570478,11.016350751260099,5.6040725539029062,4.9049753018333533
single_power,candidate,1095.75,200,200,0,0.20530189912704244,0.13802740453024143,0.46085983767224248,0.1948086352569566,0.13786070100029946
single_power,candidate,1461,200,200,0,0.29639011483239813,0.22272074445228895,0.67086423778721793,0.29988039385362109,0.21541436315816753
single_power,candidate,1826.25,200,200,0,0.40585264412713146,0.26002331004140444,0.90433981819515308,0.41561255447419099,0.29552929357297586
single_power,candidate,2556.75,200,200,0,0.65863517588015863,0.3727135809087585,1.595621910446108,0.68261363015560361,0.39551324129880072
single_power,candidate,3652.5,200,200,0,1.0856798804795429,0.58404944912277301,2.7045235514364871,1.1313957664100251,0.63145913032671075
single_power,candidate,5478.75,200,200,0,1.9817353354881326,0.96207769010996458,4.8279991234788726,2.0307257971330408,0.96118736997658516
single_power,candidate,7305,200,200,0,3.0570122023826549,1.4102121966790335,7.778233328069164,3.1014450307369295,1.3176810321958428
single_power,candidate,9131.25,200,200,0,4.3721128892873597,1.8243116412854832,11.208880994549611,4.4178556399068158,1.8492207128764804
single_power,target_prefix_bounded_power_law,1095.75,200,200,0,0.20416992884714247,0.14051074483072767,0.48069911133179055,0.19696826832488135,0.13937223500677476
single_power,target_prefix_bounded_power_law,1461,200,200,0,0.29256854676210337,0.20615289262109115,0.68924292592618175,0.30418047054209646,0.22309948605709451
single_power,target_prefix_bounded_power_law,1826.25,200,200,0,0.40025537178431675,0.244608194832864,0.90750246701973347,0.41467474755219913,0.29355159669029263
single_power,target_prefix_bounded_power_law,2556.75,200,200,0,0.65433336615939608,0.36702574693620704,1.6523417449698541,0.68586138214715786,0.39965005832383582
single_power,target_prefix_bounded_power_law,3652.5,200,200,0,1.0996042262505283,0.60156409500105212,2.7045347720252435,1.1552773962042486,0.65133275438118687
single_power,target_prefix_bounded_power_law,5478.75,200,200,0,1.9399885833223942,0.88221416733600222,4.8280140558578539,2.0104105545286806,0.94413389408511961
single_power,target_prefix_bounded_power_law,7305,200,200,0,2.8778344749781013,1.1919183240616604,7.7068531547140227,2.9376629510528822,1.2162231475259446
single_power,target_prefix_bounded_power_law,9131.25,200,200,0,3.8964116410944585,1.478304410076781,10.789175125402288,3.9657060134084521,1.5359458027750108
single_power,target_prefix_persistence,1095.75,200,200,0,0.34916159031204425,0.30491683377185552,0.66595882357039782,0.32124283772166945,0.274810400981778
single_power,target_prefix_persistence,1461,200,200,0,0.5803431861143058,0.51182324012464875,1.0646809314815726,0.55980405997562277,0.50955267129188542
single_power,target_prefix_persistence,1826.25,200,200,0,0.80059408353387451,0.72560392398142426,1.5052312113403061,0.77229185482467844,0.70705433097841563
single_power,target_prefix_persistence,2556.75,200,200,0,1.2106449572880276,1.1047339822648254,2.2261547711246208,1.1751811411148494,1.0933623046503911
single_power,target_prefix_persistence,3652.5,200,200,0,1.7570711360886557,1.5773257770374229,3.2006814033289417,1.7006169860099896,1.4433184884010757
single_power,target_prefix_persistence,5478.75,200,200,0,2.5535186541337622,2.1602990170950207,4.6190184080222929,2.5101688908392092,2.1296157182816629
single_power,target_prefix_persistence,7305,200,200,0,3.2616214453615737,2.6933251323497771,5.9183905765234153,3.2356557410838356,2.6641785357187473
single_power,target_prefix_persistence,9131.25,200,200,0,3.9123332230608376,3.2235711653963435,7.1643263832793611,3.8790664402455071,3.0404406112704265
single_power,target_prefix_sqrt_time,1095.75,200,200,0,0.33517165131550297,0.2640223473521246,0.73908808298460826,0.28057871854833399,0.20697990915147102
single_power,target_prefix_sqrt_time,1461,200,200,0,0.43440427145786514,0.32856611150640447,0.9408594408099985,0.37158864225255689,0.27754119675292799
single_power,target_prefix_sqrt_time,1826.25,200,200,0,0.53133011908784245,0.42580805464805849,1.1703030372212695,0.4730276412850708,0.38470782175368612
single_power,target_prefix_sqrt_time,2556.75,200,200,0,0.71835665207293775,0.58343448833055334,1.5813118605174792,0.64804696803624495,0.47666480112626175
single_power,target_prefix_sqrt_time,3652.5,200,200,0,0.98384283878745737,0.77944762506970022,2.1499579340731314,0.91854656887703046,0.6822734235208685
single_power,target_prefix_sqrt_time,5478.75,200,200,0,1.4027809315810158,1.0361872751756351,3.1668215244606865,1.3268201984003827,0.90326817236994827
single_power,target_prefix_sqrt_time,7305,200,200,0,1.7978033631608656,1.2696002862669005,4.2514527071588146,1.7316426732217016,1.2075503955976075
