partition,cluster_id,truth_family,hard_eligible,primary_issued,credible_structure_family_count,disagreement_score_pp,candidate_endpoint_absolute_error_pp,candidate_trajectory_iae_pp,catastrophic_error
audit,c_179a4642b8e00cf38acfd7f04f8a2eb3,saturating_plus_slow,True,True,4,32.142001543052551,11.635693528107637,6.6365368629940935,True
audit,c_18095e1b0f22c292045da99276c6a3ae,dual_power,True,True,4,32.464302184798953,3.1822312474522079,1.4621516418338489,False
audit,c_18831cfbebdf2d55c1f1a3a6a5bf9fbf,dual_power,True,True,5,34.041692045052436,0.25029795222459938,0.24332295355042047,False
audit,c_191962bfab99a7e7fc0d9f9ddce1acdc,single_power,True,True,5,35.076630900288144,0.44215122218929537,0.31584151169925045,False
audit,c_1a15cdff7b30a0e16a60a824c1190602,saturating_plus_slow,True,False,5,37.452000908691893,7.882584181087239,4.4744607452140688,True
audit,c_1a379fae0125f9a91b579f9a96e05f6b,late_knee,True,False,5,36.109723893993355,5.0210833636816403,1.842025157975669,True
audit,c_1b845345fc1c36a17363cc54d9316aa0,dual_power,True,True,5,32.208085465416858,5.2117338502762891,2.6339364637719922,True
audit,c_1ba68facc9d53f7681628703d96ac5a6,late_knee,True,True,5,32.141999118714907,5.0546352492823701,1.6874830828984855,True
audit,c_1bfde83d6da0077819c8b4a274e69af9,early_activation_plus_power,False,False,0,inf,15.219771934930662,6.869789153966777,True
audit,c_1c1c9df47d9cc24fe4009c9be64f8a92,single_power,True,True,5,32.332164594983553,0.41867783467642994,0.29767249433651116,False
audit,c_1c82382ade2c5f8f1365e7bf6f4b2f33,early_activation_plus_power,False,False,0,inf,29.32788563512527,12.612701737212118,True
audit,c_1d467e93ca1946da0c59346a5a72c58e,saturating_plus_slow,False,False,1,inf,6.6434773160745664,4.2762743545110444,True
audit,c_1d621a9ab6c87e0ceb04864dc595ce93,dual_power,True,False,5,38.011021883512946,5.1100426735647915,1.9953747310581149,True
audit,c_1e2c46a140667a0f376802448c36bc4b,late_knee,True,False,4,48.939097922301521,6.7184997046554855,2.7872112307675017,True
audit,c_1e4f8858f7b845e64c0c2e6664666bac,saturating_plus_slow,True,True,5,32.142000880275745,1.4465602381964402,0.75195652285763948,False
audit,c_1ede29f6964728a682bc71be4a97c7e8,early_activation_plus_power,False,False,0,inf,33.016601205502617,13.915947745018846,True
audit,c_1f69577b87ccb85dead9e6c98bf62743,dual_power,True,True,5,34.012581479707329,9.2204785198806718,4.1280324429787081,True
audit,c_1ff8bbc491b96c077b27585e0f5e0b9a,single_power,True,True,5,35.52525577164193,0.92216628692770541,0.43854201957897582,False
audit,c_20182c64eff57428702e4e113fa6c52a,late_knee,True,True,5,32.437899825467184,20.301005573445622,7.8511722458503623,True
audit,c_2059151432f233d28c1c43accfe639a6,saturating_plus_slow,False,False,1,inf,5.9463635626006521,3.9735171233168565,True
audit,c_20d4d38c0f2413502df2b981717cfafb,early_activation_plus_power,False,False,0,inf,6.0154608651548074,3.6130985378304055,True
audit,c_21503a6489ac6a46c1c7e31238e7ff8c,saturating_plus_slow,False,False,1,inf,2.2327549142983116,1.6646008293173484,False
audit,c_23c5b71251589912645b79a53591fc69,late_knee,True,True,5,33.467395919969739,5.2743639125884414,2.3449478827313186,True
audit,c_23cd97326cc6577d590256f794dc7b66,late_knee,True,True,5,32.141993885082712,7.2529858546557335,2.3317203129282631,True
audit,c_23d114443549b929f6fc40e41b7fe655,dual_power,True,True,5,33.484108141073946,10.25038344877423,4.6835068100414254,True
audit,c_246318196a7dfec54c61d65441336356,early_activation_plus_power,True,False,5,36.011340253369291,2.7956931620573613,1.6375744937056631,False
audit,c_254e1a1e4db06a38a1b7284d05b9263a,dual_power,True,True,5,33.937088858024559,9.2024758852558222,3.900433520752757,True
audit,c_260a7baf0227a99d6ef68ee6557c1896,early_activation_plus_power,True,False,5,35.776167977289866,2.9949658446608822,2.035620947977463,False
audit,c_2686794c9e60b30c8edc30de6d5ba427,late_knee,True,True,5,33.823411595766203,11.869933681624175,5.8159744109955316,True
audit,c_26e5458dd8515040565f419b28b544ae,saturating_plus_slow,False,False,1,inf,6.4742174314316827,4.5625207643695873,True
audit,c_27888c935aa4853a1dc03ac401afd877,early_activation_plus_power,False,False,0,inf,43.334862135149251,18.698691474206534,True
audit,c_27ae80a344c39e1a908dd02767bdb256,single_power,True,True,5,32.141999001050252,0.031066542548202847,0.16492082662071667,False
audit,c_27bfb4d5e3472d6acfe6be64355bd670,dual_power,True,True,5,32.789963682184691,1.5746227135615527,0.76073001241226057,False
audit,c_2902f79005f339a6bcc307378446b524,early_activation_plus_power,False,False,0,inf,23.582609296214301,10.408370039047728,True
audit,c_294e43961e20f6181dc777fd0025fab0,early_activation_plus_power,True,False,5,46.418129766122341,11.471351968716561,5.0690383968709494,True
audit,c_2986dfa7cae4048c9b3a35e314aa2ca5,single_power,True,False,5,36.327780248969191,1.7942229785214749,1.4109970751714371,False
audit,c_29f8081d98752993bde50ce6cbe341d2,dual_power,True,True,5,32.14199822143209,3.6330954279621039,0.73156049710132365,False
audit,c_2a6d05af1e71d6735f85412a973d66c7,late_knee,True,False,5,37.063402000080998,25.697480648860207,11.620164552166756,True
audit,c_2d4353d3d4dab97fbdb6e6e49e26b0f3,early_activation_plus_power,False,False,1,inf,3.6586744928352175,2.3579128501533066,False
audit,c_2dc1bf9a46c3f2609c7dee207c18c23d,early_activation_plus_power,True,True,5,34.64645111667479,2.8699183594303861,1.82379388011362,False
audit,c_2de573aae6661f9cb820697748e2da35,early_activation_plus_power,True,False,5,49.323774175710348,16.013500903609099,6.8170987227212221,True
audit,c_2e4238b0e024955f091f673ae4b1caf3,saturating_plus_slow,True,True,5,32.141998529867337,8.3269422381766418,2.858291344240905,True
audit,c_2f1e01d133f10d8270f790ef9380ff35,dual_power,True,True,5,32.9943762006085,3.0053615336646402,1.3653251088027547,False
audit,c_2fd5d10bbed14d87e5861c3a9ecb1932,late_knee,True,True,4,33.483877555618946,30.057154192068708,14.222354582582247,True
audit,c_2fd99a34e01489ad25e4eda7cc440bd3,dual_power,True,True,5,32.141998923585149,0.3289632795942623,0.2747013869599067,False
audit,c_300e705a0daeefcdae3d9dfff6dbc6f3,saturating_plus_slow,False,False,1,inf,8.3199501397463251,5.5136887580688771,True
audit,c_31a8c52cfb245d1359942cecd86f0a00,single_power,True,True,5,32.14199966600259,1.7269244542600148,1.1621003128442278,False
audit,c_320551deb11259ec0b8fe06f535691cf,saturating_plus_slow,True,False,4,37.413700779381223,4.2435868410265414,2.7339290411981727,False
audit,c_33050960b016c0ed15fe2eb949467ae5,dual_power,True,True,5,32.141996170688969,4.863549313554941,2.4137385018516762,False
audit,c_331caef8dcfd309636f7f457a0437b48,late_knee,True,False,5,45.623118245511399,8.7078202270772209,3.0481035650404329,True
audit,c_333552562e31b75affb136f964fecfcb,dual_power,True,True,5,34.431852124166987,5.0008051607610753,2.3678460807386461,True
audit,c_33d93f5311da73fb678c864d6b55b243,saturating_plus_slow,False,False,1,inf,3.328099469169473,2.632452745011244,False
audit,c_340d5466365b9d975806b92862b19d31,late_knee,True,True,5,33.933424510507734,14.230574558465221,5.607561535208708,True
audit,c_34936fc478d9995d8253abe59bf97a30,single_power,True,True,4,32.141992670037091,3.4645264639924989,0.97822298081230064,False
audit,c_350bb05b76d938e9d36f8b5242008bfb,dual_power,True,False,5,39.384707561710677,5.5855528289446568,3.2537925981086606,True
audit,c_357d597c6680f7fc5c769c8cf3d87cca,dual_power,True,False,5,38.922548467922162,6.1675965201957013,2.4349975364200236,True
audit,c_36047615b5c11b4550eac1fcb20e0962,early_activation_plus_power,True,True,5,32.489476941017763,0.41840007687291347,0.22491724850631489,False
audit,c_367e4b3a7768c9e5680266cf7600840b,late_knee,True,True,5,33.296185142823163,21.275586298690214,11.323031872627311,True
audit,c_36d1a9fa1cfe35e780a58e7b629c2744,early_activation_plus_power,False,False,0,inf,33.098651610409327,14.30974440352883,True
audit,c_36de8b1d8fce8c765368aab65b65d701,early_activation_plus_power,True,True,4,32.14200891146222,13.543860802769217,6.0616277739457196,True
audit,c_37941e13e481c9e2aec81bedde9b3522,early_activation_plus_power,True,True,5,32.811311274705702,0.32335832725333091,0.19891491868362915,False
audit,c_37a7bc44585287d54bfabd6bfa43ed4a,dual_power,True,False,5,36.416140869729425,7.4096555713315837,3.0946915887467532,True
audit,c_37ab80852ec81b9db67221fd70d92da8,late_knee,True,True,6,32.972973051744148,15.591065357656205,4.8713024661732183,True
audit,c_37e27c2971f2b8fa56c61da0a40964ff,saturating_plus_slow,False,False,1,inf,0.57965531973547968,0.29483200450999059,False
audit,c_380ee2e479738b90af1f0cfb3b2e197b,early_activation_plus_power,False,False,0,inf,1.1719341216672916,0.99407741150742268,False
audit,c_38ff0c17970cc5b7759fd1c38cfc1611,single_power,False,False,0,inf,2.4941693692031777,1.1562492884556796,False
audit,c_39a762712b3e3868291a726266572fac,late_knee,True,True,5,32.141997377161545,4.6381462676099119,2.266375918981844,False
audit,c_3ad21d3d22ecbd5b236a5b5b18d44e83,single_power,True,False,5,40.346541793387267,4.5331335560704815,1.7561143015119174,False
audit,c_3b355fa800d4a00ee7113d2a13827cfd,late_knee,True,False,4,52.609009480983232,6.1757444865241951,1.6477701205431716,True
audit,c_3b38d6f6fd38bffad963e7322eb83ff6,early_activation_plus_power,True,False,5,50.191645440230765,16.756987623283834,7.1501630878143372,True
audit,c_3b94ac607ca83bc0361eb088479bbd02,saturating_plus_slow,False,False,1,inf,2.6431881459886029,2.0893664693811669,False
audit,c_3bc4f1e2c4a58f640bf2db72891d5ff9,saturating_plus_slow,False,False,1,inf,8.5147684852387329,5.7210903980204622,True
audit,c_3d0225f7f5bb416231cd09bfb5caa1cb,early_activation_plus_power,False,False,0,inf,8.1440770869694035,4.1997096616502656,True
audit,c_3d7d8b3dd887837d511e7969659c348e,dual_power,True,False,5,49.945038177760573,15.795982083662963,6.6392533469707278,True
audit,c_3dceb4a69309691f0df632e8cd2a718f,single_power,True,True,6,32.798208714752576,0.41800228784778426,0.29153618680838372,False
audit,c_3e0f830c8193c9d04e57b6335a26ca14,dual_power,True,True,5,34.285920599844054,0.62902188490606648,0.3036384810686456,False
audit,c_3e2e222b085a19eb7aa941ea451ecb8a,saturating_plus_slow,True,True,5,34.456058774955956,2.1570622826820198,1.2647313914054785,False
audit,c_3f20a049e6b15a3770530403187df2eb,early_activation_plus_power,True,True,4,32.142023455524658,11.230769147024958,5.7529258847701117,True
audit,c_3f3af5d3f9905c0c9ae991f6306b9e82,single_power,True,True,5,33.394604575042031,0.64753510223516741,0.35893581680357561,False
audit,c_3f77dad05670bc2fd0c309e96b96ebc4,late_knee,True,False,5,37.445068680260256,11.524275201107343,4.9128400187303862,True
audit,c_3fb1d36689311a69660b628ae2b9d678,saturating_plus_slow,True,False,4,38.863010018658095,11.616366948477278,6.0380876796694913,True
audit,c_40e09114ecff6a70ac5654eb02b4437e,early_activation_plus_power,True,False,4,35.958314148819589,14.957812096649647,7.4304461832365805,True
audit,c_41271d77b57011e2728fb5e0ae50ad84,early_activation_plus_power,True,False,5,46.52788791650368,11.489898316850102,5.3261195831228498,True
audit,c_417aa1864e46b3598cae3d9f1d233ac9,early_activation_plus_power,False,False,0,inf,15.928656396152576,6.8671734000702482,True
audit,c_419261b0b02a85e862f391477bb96b66,early_activation_plus_power,True,False,5,56.665004013226515,23.825679083347026,11.011105038899426,True
audit,c_41a0ccd114828fbcdef65e992531064c,single_power,True,False,5,37.115535594103484,2.2049346891823944,1.1324412220718973,False
audit,c_41bdf5b734a9cc7122a48df6471c5359,single_power,True,True,5,33.852120655361219,1.4507659213444839,0.97845041089291573,False
audit,c_42271fa9c28271c361915267e7f329a5,saturating_plus_slow,False,False,1,inf,3.6517683028981054,2.4087490391859059,False
audit,c_43bd711f5e78ee9251cca730aafaf240,early_activation_plus_power,True,False,4,42.395874507486489,7.7502457113092191,3.6566531350701648,True
audit,c_43da660a778c6841407f7b8f3ea60ce4,saturating_plus_slow,True,True,5,33.275275234131932,6.1499233720727773,3.6780715427230031,True
audit,c_43f63877ea8e20c549916b72cf88827d,single_power,True,True,5,32.142001162438163,1.1505200789916472,0.66366769326825348,False
audit,c_444e2b9db392fbb3d3a463b973bd30a4,single_power,True,True,5,32.686364768596505,0.49139597810037117,0.26544492255534374,False
audit,c_4509a24aab7df04b3f834d8fee8eb404,single_power,True,False,5,37.733191732581481,1.6407355809495527,1.0903934287676758,False
audit,c_45606ef616894fba0f3c9b7372b35117,saturating_plus_slow,True,False,4,49.455254946905278,17.757043794953034,9.8272025396985718,True
audit,c_45f3c49722b041bf5b2ad9728ec49430,early_activation_plus_power,False,False,1,inf,10.683791098311232,5.367556322775334,True
audit,c_45fec3521122189820ac9f420196af7a,saturating_plus_slow,True,False,5,42.898946450486626,9.8006925617716547,5.0108436300002674,True
audit,c_462b05e84cfe7fd55fdc74cc2540d737,dual_power,True,False,5,43.832784947389449,8.7580574779075704,4.0326211999416444,True
audit,c_4683e91e4b6e449001cd755ded292ba0,early_activation_plus_power,False,False,0,inf,13.895457783257555,7.2285203460661105,True
audit,c_46c7132b82408cab2bb7842e6776b3f6,early_activation_plus_power,True,False,5,36.988012171712136,3.3711645513902937,1.8532926931138269,False
audit,c_46c96b128da1580d41bd768abf43b10b,dual_power,True,True,3,35.75587044339408,1.3311078331395265,1.0367359233185884,False
audit,c_477aed466ef6e2e2e06dfa0b8562321b,dual_power,True,True,5,32.141992738945113,2.3113834171503527,0.68386332992865717,False
audit,c_4784816cb40c3996ae13fae9779d1789,saturating_plus_slow,False,False,1,inf,8.1296088701331684,5.045068075423222,True
audit,c_4825f94396fe932e12080e7e97316dc4,single_power,True,False,5,36.440083485961829,1.8331959497743071,1.1512232817335664,False
audit,c_488c2f8ba021335564d308cd5666dcba,early_activation_plus_power,True,True,5,33.512113503889175,0.67316532889756786,0.38333408067798752,False
audit,c_49462143758e6bd23cca65c74d2e5e5f,dual_power,True,True,5,32.60137743264724,2.815339578443897,1.381783672340871,False
audit,c_4a116f16d23adf4c7cb2aa8d429f4288,early_activation_plus_power,True,False,5,42.842582721780268,9.8541905066884397,4.4235275142774011,True
audit,c_4b53a5eea8a831db67b059da33deffb8,saturating_plus_slow,False,False,1,inf,3.0842697640064927,2.1875267902611522,False
audit,c_4bc0454564944a7a08bad355db6c11dd,saturating_plus_slow,True,True,5,32.842604612876634,4.6703388814227083,3.0901515148749641,False
audit,c_4bcc48f7d0e61dca403c0b264b606504,single_power,False,False,0,inf,2.1496831124902229,1.2600646893716616,False
audit,c_4ce31ee96f0177bb30015a69e94c60f5,saturating_plus_slow,False,False,1,inf,6.1705488594488429,4.3618502360502376,True
audit,c_4d22390fb59099d9edd907432b4c475d,single_power,True,False,5,42.562637766876342,3.504182162192933,1.7320212736005089,False
audit,c_4d8cbc7de9a32ac51cfc93a4f33f4802,late_knee,True,True,5,33.409599608308554,14.723848601450101,7.2464297394931734,True
audit,c_4df0daca1630b7db0cdc43aeef5b84e5,late_knee,True,True,5,33.297847386232192,1.6980874570915319,0.58811584177590093,False
audit,c_4ed1ecebfe363ed49214f648beadfa92,early_activation_plus_power,True,False,4,41.851549152245759,8.1622396655080109,4.7640770348179826,True
audit,c_4f8857f90abee4733f8f4cca2f96549f,dual_power,True,False,5,46.778394220987998,10.45367542432497,3.9323244214764919,True
audit,c_50ebb3ed3430777577037422d84a3920,dual_power,True,False,4,55.930242389311722,45.65919529984285,18.844667759549292,True
audit,c_527d26b92e90c1f8327472bbfd3bd5e1,late_knee,True,True,6,32.469727629457438,8.3161672682766152,4.17991162385389,True
audit,c_531f8826f5ad177ec71d3ba3f72c5e67,late_knee,True,True,5,32.141999407964391,4.6705258771772691,2.015252403872847,False
audit,c_538f6e0c32de553453b4736d31e3288e,early_activation_plus_power,False,False,0,inf,72.443484412514096,30.544863996879087,True
audit,c_539585e567027205e600d505e02cbd55,early_activation_plus_power,True,False,4,47.962627680851064,9.9701397334577848,4.9832114011102977,True
audit,c_53c5782290b5819ef74159b54f0750d7,late_knee,True,True,5,32.141999420150668,2.7303669350331177,0.90222879753015361,False
audit,c_55729dc4b35024475021a916da14c986,early_activation_plus_power,False,False,0,inf,41.773112565803018,17.814725863213685,True
audit,c_564931799c9110d566662e5d6482a02b,early_activation_plus_power,False,False,0,inf,50.448788663424111,21.821497465214208,True
audit,c_56f48a233e2bdb808dca0082d3aeda1b,early_activation_plus_power,False,False,0,inf,40.528331220256533,16.053272533205792,True
audit,c_571a86842e5bfcb08921507968a792d4,late_knee,True,True,5,32.141991125012595,3.0185137331369276,1.4908738697645996,False
audit,c_577e02383a8c716b2a11c6e840bc5ce4,early_activation_plus_power,False,False,1,inf,23.098075929870362,10.546232014933414,True
audit,c_57e39e35c128a5253597e8b968806bd3,single_power,True,True,5,34.424174864252201,3.8617210802177766,2.297999721571145,False
audit,c_58518f08ad500ec32df802740ee49131,saturating_plus_slow,True,False,4,52.529548855717074,26.051932888546276,14.474668393875788,True
audit,c_58ea79dade558ca882f86b6e49fe214e,early_activation_plus_power,True,False,5,51.534119962251033,18.297048216241734,7.9121908504439764,True
audit,c_5a09354adbe79c8ab9eb914fcb93108f,late_knee,True,True,6,32.270916402521848,4.5138292853336992,1.1775920963015518,False
audit,c_5a44d787998749d391ff6ecf1c5351d6,single_power,True,True,5,33.385368697263786,0.33856175558220514,0.235272684426068,False
audit,c_5b71b860febce150d65fe112b01073fe,saturating_plus_slow,False,False,1,inf,5.78542083344513,3.6429678692095084,True
audit,c_5daff327b6742e04b65cf73613296fb2,saturating_plus_slow,True,False,4,44.610003537909002,14.335140900184726,8.0417682337238841,True
audit,c_5e0be25bcf4fcc1bb9599baa84c69aa9,early_activation_plus_power,True,False,5,37.058635138828812,3.1749275213127248,1.581363816983127,False
audit,c_5f8ea542b17b33efd4e193a4a18dc2ec,saturating_plus_slow,True,False,5,36.367716076256933,2.2075426962369278,1.1950394438101677,False
audit,c_6022c25c88fc6d65c34f6b5740f71b56,dual_power,False,False,0,inf,33.210899167211345,13.895359315362979,True
audit,c_602579384bf006d743f7b557b5b61406,single_power,True,True,5,34.543742190865942,0.055141097445741138,0.10917843622695274,False
audit,c_604791351b8072b3b716f76cbdac9abb,late_knee,True,False,5,57.157637664148226,1.1041694873127312,1.7812994570734204,False
audit,c_605ab7526f4e231e4864ad68b563a35e,saturating_plus_slow,False,False,1,inf,20.520841072700577,11.135144010646941,True
audit,c_60f2f618952a1969bfa32668118ab362,dual_power,True,True,5,32.141996581495391,1.6395504092404281,0.69489400315089211,False
audit,c_624761240789d7bf821f8d92e752a89c,saturating_plus_slow,True,True,5,32.831659581790028,1.5456524548574606,0.99856620896449044,False
audit,c_626e0dd4829c3461d19ce13ae1a64bfb,early_activation_plus_power,False,False,0,inf,16.266145586203308,8.4601358545997734,True
audit,c_637204e9ade018655fa617ae22705fe8,single_power,True,True,5,32.141999520659709,0.89437889180796049,0.46471838147767841,False
audit,c_642fb6c36695174192ff46e7f3414b94,saturating_plus_slow,False,False,1,inf,4.9701629049784799,3.4454213601618688,False
audit,c_64842e763ba8d8b8ffc86cedd7b32b92,late_knee,True,True,5,33.056196905061043,4.3937644631833734,2.1612508030330297,False
audit,c_65c5c73955e82157a5816d252a34c7d9,saturating_plus_slow,False,False,1,inf,5.3404254653630687,3.7368751927141819,True
audit,c_65cc45558d4bf9a614dfb411263e1bac,early_activation_plus_power,True,False,5,39.448455850658014,5.2379785565571666,2.827582685244955,True
audit,c_65d4c9d732ed909becb5d47214645659,saturating_plus_slow,False,False,1,inf,5.6707714807604361,3.8986909459584678,True
audit,c_65d5ea5ec1bdcbf74d07890156db029b,dual_power,True,True,4,32.942392140411513,9.1884496385247019,4.5814881535633507,True
audit,c_66505a08e61271fc46b63c0bf9269b50,early_activation_plus_power,False,False,0,inf,7.6513407072333592,3.7322935928580194,True
audit,c_66a25da84b33ad7b843948795e0ab13f,dual_power,True,True,5,32.141995164418574,4.6003129238789882,1.1037318419583484,False
audit,c_66aadb4f9f9b7d2f5d8adecd99149cd8,single_power,False,False,0,inf,7.1891098198043721,3.5889841909551783,True
audit,c_66cd5c4585bea7af97792bc0c117fa3b,single_power,True,True,5,32.154040376476523,0.084024820387668342,0.053826054967372083,False
audit,c_66e85d5ea3ae72fec3fe7c60babdf0a1,late_knee,True,True,5,32.142001053658618,10.624725036184103,2.9868426545081981,True
audit,c_6866c5860787c4ecd0d34b10d23f2e67,early_activation_plus_power,False,False,0,inf,10.271292171508804,4.1927640151115595,True
audit,c_6925f220e2042e63aae737c9100b6dfa,saturating_plus_slow,True,False,5,35.954389723731687,7.4306420993320614,4.6934653537175413,True
audit,c_6ad3390d84bdbab718ae10a326ca5968,late_knee,True,False,4,54.076555337584004,11.251142095189877,5.9497109543067159,True
audit,c_6af6271b61278ae8e6db5e577b553c06,dual_power,True,True,5,33.583231714225199,1.2322828671689336,0.65357924027686209,False
audit,c_6b0729b658f5c92f4e345835aebdcc72,saturating_plus_slow,False,False,1,inf,7.489890454653505,4.7387366834144729,True
audit,c_6b7e1556a8e2123ff9b674c877847da1,early_activation_plus_power,True,False,5,47.307627589193764,12.496495779404356,5.7910937059211616,True
audit,c_6c551aeaf58c8fe77590192576755905,late_knee,True,True,5,32.141999968143793,10.506601449655534,3.2467171627300173,True
audit,c_6c9f510967a1be02d3c9af018ba6169d,single_power,True,True,5,33.387244655427807,0.95381091036468035,0.58813041425776291,False
audit,c_6cb40f8574e83c57b927ae0278795966,saturating_plus_slow,True,True,5,33.944246338141788,5.7347625816857999,3.6630801606541756,True
audit,c_6d24bdd073aa5662c233d26d11715f87,single_power,True,False,5,41.508283882514412,5.2894590061929421,2.4322777132286624,True
