protocol_id,partition,cluster_id,canonical_prefix_content_sha256,credible_structure_family_count,fit_failure_count,best_prefix_rmse_pp,disagreement_score_pp,hard_eligible,primary_issuance_rank,primary_issued,abstention_reasons
synthetic_long_horizon_identifiability_v1,audit,c_06ea275adaee3c78474a1608588c3963,9b8b72eb6a3d5451b89b622b98035b2115299f5146004f8e2b1f7d01b99ba964,6,0,0.069402697154172036,32.141999919210747,True,62,True,
synthetic_long_horizon_identifiability_v1,audit,c_070c2da479f4061e2968698980d2c166,f609a84a505f01c35d7f1ca7cff1de4d9e31620c6addd173a15764d5830f507b,5,0,0.043411967605084985,35.307016736827201,True,242,True,
synthetic_long_horizon_identifiability_v1,audit,c_07150bf433ba0557ba7d8cbc5fa8b70c,3b0b92b3ab4ac8d92cdf285647fe29be52e185c25005bb46cb1f77e12dabb2e7,6,0,0.10003253692095647,32.226943839448708,True,90,True,
synthetic_long_horizon_identifiability_v1,audit,c_08471bae124c38d744e5a1836e80734c,2d45c1c523952c9b4eb24911a6991e18df5a71f65580f99f75d67db39baf6b81,5,0,0.09816699180376752,33.335661406549391,True,180,True,
synthetic_long_horizon_identifiability_v1,audit,c_08dcb85d47f5a830601b4c8aabcac900,dc3ff5e7dd0b48bf93db518bb2856c913d9ef5031a162a58ae0019d61371071e,5,0,0.10470915120793572,33.789904890652281,True,201,True,
synthetic_long_horizon_identifiability_v1,audit,c_093da2edee567a556450130fc28fac67,d3102b5e91c8ed10570183b124f12a4c300b35191e1966df6cd27be150984d61,5,0,0.03031193438913116,41.264002545448385,True,323,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_0a913ac1920987dfb18f603eaa979005,abc571ced3be38efa7e6fb9436d8be260dbbd3ac80d8dd1a52634f31438cbb89,5,0,0.092909919499709101,32.141999120063886,True,48,True,
synthetic_long_horizon_identifiability_v1,audit,c_0a9f4b28c7feb8e8ded28ce79168454b,83deccbc51416f318ccdc4fc695069d2dab01f8cc5cff444cd59b92872660012,0,0,0.2508029059032198,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_0aaa4a83a51214670a47b03c1f0bf881,b7e640359dd940a7a9ed2b333fcf5c932dac3e8cb87213eb3a70f2d0d234f907,5,0,0.083898405844493512,35.9694991983093,True,260,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_0ab8d5cae4cf51171eacdc958055605b,650054f87205612b3ef1302b600f13395e219be9a2d61fe599d2b0d36dacec62,4,0,0.20361031094053916,32.881968448738192,True,148,True,
synthetic_long_horizon_identifiability_v1,audit,c_0c78ed7fb66f914d971423df2eb5307c,cf44ef072110a25d05f4a736ead6113e226eaa359b1ed84c8830cd7dc9ba77a7,5,0,0.21114902627755355,36.705543829381376,True,272,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_0cd549e60c02b82acd89cc5c75d317d1,2622f3a8e038d7d2366890597750efbca70636390b8f853466027053c653cd45,0,0,0.28817450139457285,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_0cf29cb2ddbe176918fed13a27fc9e2c,b450368a723b70149f1d6f81ba4bf800dad0266dbd2ece30f6136eac710b87bf,5,0,0.018365416614845389,37.361964201091233,True,285,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_0d742044b6963d099c48916790e93055,94bd65d4c511ecf6e9ccfb57303e2a4df70f32a46431ad089b1ee10c5c50c98d,4,0,0.11301068520972558,32.706527429488361,True,133,True,
synthetic_long_horizon_identifiability_v1,audit,c_0eec2733c2f7b88e7097c302d4df01b0,970a172b7bee93c87f3575204d47db38b56441895faacff50de8c9958d1eff2a,5,0,0.053108437177017395,37.431213125548815,True,288,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_0ffbaa2576463e6233bbc92af79c54cd,9e7c53b69ac6f8186f344435a5b861a2608423e965cc224120b1be8bd99ee7ca,1,0,0.086685147580809072,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_105da9b78c70f66b4fc6797f11579048,9db47776545b20b5bb1a7c11505aa1914064fc286f318dff0f9342c443a5b29d,5,0,0.021166242538718755,32.141998353293047,True,32,True,
synthetic_long_horizon_identifiability_v1,audit,c_115a38050d44a7b4cd76e4a164f7af05,35bfdd7bb6b72fdcafb3522bd09d840c4d49e6b900cd2a4caa9e1c6d60d4ca95,5,0,0.030459592173192766,32.141998880025895,True,41,True,
synthetic_long_horizon_identifiability_v1,audit,c_11b2cb4fe7d312bb97eacc46714837cb,6d2af309eebdc7032fe957f07005adf5be4f4e94238955dc0ca60f2a638661ea,0,0,0.4360600588377046,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_1220ed16028fc799753c00ae6029ad8e,1fb7a810a54ebe03f4cd1edcdda82652f779cf265a0146cb2c1d63f7918dade8,0,0,0.34727881000697702,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_12aa2ce50e91f547ec390aa21c899875,5927c8ff14ec87a5f8e353d443f4886628e8f3f241495ac62adcabc1e2593bc9,1,0,0.09858418191038984,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_12f6bec12602d4d1226afeb1474b0c45,a23bf2958008e2a69e328a6158663296d2ad255d4ade7e559f59db7c093438c7,1,0,0.10676103042681295,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_13a5d41f99cb0a24e11ca3c5e8c76ff4,7186264871c9510642a57cac791ad3c0c0fc481e395b09d957d78bc0925e0215,5,0,0.076058368077474861,32.299553453673312,True,98,True,
synthetic_long_horizon_identifiability_v1,audit,c_147443cd8d14c0b18c6d38b20f3b2e3d,e348cbff0c014886675cf3fb95d3739f314491dd67ade5c1a9985276c49b7161,5,0,0.061881638222028322,32.453828635174993,True,111,True,
synthetic_long_horizon_identifiability_v1,audit,c_1474d2c79c9da3ab71a3ea60634770c6,d01c2be54c3731ad1060d25866257d38f7da9528b0df17b666105b7171f178a1,5,0,0.11243177809853298,33.692748479405722,True,198,True,
synthetic_long_horizon_identifiability_v1,audit,c_15b19f1c57a9823126f20b242065fe34,dffa23380e2a572bd0f86eee3b68f7d14bd9d5ae0e44a790bc0cf515094e465b,5,0,0.13049654490392201,32.627369811316385,True,125,True,
synthetic_long_horizon_identifiability_v1,audit,c_161f8b0ceb26ff8345dcb58172c29146,d1762d3453ad13dbb79fbd868896eebfbc4031781e3d605f15790f5332b4e537,5,0,0.012872535832029054,32.956290982882166,True,152,True,
synthetic_long_horizon_identifiability_v1,audit,c_164accd48f554de86e6cd3314b15b927,689921b2c2cfcc34dd807966fcfd5f0ee2bb93383d96acfba7f7b02e9d68eb91,5,0,0.058149806344353051,36.702902226559381,True,271,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_16beb41ae929d1aef5fed449a2e1de85,cbf27e0b7d8219b44fba49c22ba9962db156f5c8d7eba3f6d121d4d24b639080,1,0,0.084256232629839389,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_17346689320d8280062fa98aaf559dbb,9a66afd58b8985cf9156121adf5d9af3eb7617c2b3ffa7a585f281d2b4d6d17c,5,0,0.04876376145838994,33.53137273268068,True,196,True,
synthetic_long_horizon_identifiability_v1,audit,c_179a4642b8e00cf38acfd7f04f8a2eb3,f4f2380bba5568e64b7f6c5f20c5af154bd7e5514ff255474d0f9145894125c7,4,0,0.042705378718526664,32.142001543052551,True,74,True,
synthetic_long_horizon_identifiability_v1,audit,c_18095e1b0f22c292045da99276c6a3ae,827d951a8ef1aa050cb13f480ca6d0ddc6861677c83efa8b8ecd59fd91d22343,4,0,0.15714782294913937,32.464302184798953,True,113,True,
synthetic_long_horizon_identifiability_v1,audit,c_18831cfbebdf2d55c1f1a3a6a5bf9fbf,1f18f5449d400d2d5fc2b7173974d63675d7c157158a2b622459aea77020d9e7,5,0,0.089141248805262266,34.041692045052436,True,218,True,
synthetic_long_horizon_identifiability_v1,audit,c_191962bfab99a7e7fc0d9f9ddce1acdc,7da240b4558833d47f65dd30d1edf6732d390baa70138483d0edf408571f7828,5,0,0.024985840931541707,35.076630900288144,True,236,True,
synthetic_long_horizon_identifiability_v1,audit,c_1a15cdff7b30a0e16a60a824c1190602,d30b80ea8da4334b5b86e4fba57acbe83e134a90f09e369da43d7ddc89038a2d,5,0,0.095339236175489186,37.452000908691893,True,291,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_1a379fae0125f9a91b579f9a96e05f6b,4b6305b94007d67929e6a46422aeac4e9b6b238d65e8dddb0822f87344fe4dbf,5,0,0.028212032120237086,36.109723893993355,True,264,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_1b845345fc1c36a17363cc54d9316aa0,40aa4df53c474fa6c69818a8c8155a6bb01901b15a3d45dafdcc06e74fa63ac3,5,0,0.073557140566069865,32.208085465416858,True,89,True,
synthetic_long_horizon_identifiability_v1,audit,c_1ba68facc9d53f7681628703d96ac5a6,882d5677ffd8cc38f1e45d070c5aa0b370d5874ef0932e46c4dc52de3256c3d9,5,0,0.12381024268281753,32.141999118714907,True,47,True,
synthetic_long_horizon_identifiability_v1,audit,c_1bfde83d6da0077819c8b4a274e69af9,6bece04f594746dc6513e74948aa494555e7b1604b70fbbe6cce881ccb153d9f,0,0,0.22020895369185994,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_1c1c9df47d9cc24fe4009c9be64f8a92,df842e168c7423c87ed4ee4b6183ca7f3ab73499bd251400405f5529ab982826,5,0,0.038248706789932758,32.332164594983553,True,102,True,
synthetic_long_horizon_identifiability_v1,audit,c_1c82382ade2c5f8f1365e7bf6f4b2f33,1c24e2d70c12128667ee75447a7107c4ac97bc3178272e0fa56de67da415ad49,0,0,0.53349426760624929,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_1d467e93ca1946da0c59346a5a72c58e,6b713583b50f769c76abadb116b0a98900a84a0c2ed682325bb6e108e4ac313a,1,0,0.12389767898488914,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_1d621a9ab6c87e0ceb04864dc595ce93,b4100d4d7054c49721f4d2b04fa5b34365bd4e09abfd11561ff997b65de6157e,5,0,0.065764012268931082,38.011021883512946,True,297,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_1e2c46a140667a0f376802448c36bc4b,6efe083561326aa8943f6bee4e40b36007ee1baaf319494f029cf42c1c811330,4,0,0.15501085953696914,48.939097922301521,True,359,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_1e4f8858f7b845e64c0c2e6664666bac,21dc64be4b23f03ad8edfe70d4d8b8b0cebf938fb5c90d4152785f050d2685a2,5,0,0.065537953798387533,32.142000880275745,True,71,True,
synthetic_long_horizon_identifiability_v1,audit,c_1ede29f6964728a682bc71be4a97c7e8,dc33e34f33a8165964dbc1bd8f6e5a527f5b0ee23019e040d305822b3b02f2a3,0,0,0.22764107103610451,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_1f69577b87ccb85dead9e6c98bf62743,29eb89c28bdbe96443c326d3d767d32db77deae6194ce780f1fa5fe1cf70807a,5,0,0.033132270413953821,34.012581479707329,True,217,True,
synthetic_long_horizon_identifiability_v1,audit,c_1ff8bbc491b96c077b27585e0f5e0b9a,29ae19b9e35657399c9a97c6c0a6a13046557f3bed75e6c5e544e7c701b7dee8,5,0,0.083895142410938151,35.52525577164193,True,246,True,
synthetic_long_horizon_identifiability_v1,audit,c_20182c64eff57428702e4e113fa6c52a,b6a74e9c001c3687248a5b47db35227140e513e43ad3d713587ea8214e9a74ec,5,0,0.047527419308862597,32.437899825467184,True,110,True,
synthetic_long_horizon_identifiability_v1,audit,c_2059151432f233d28c1c43accfe639a6,e4a028d2730e32c42fc3f74df6a8d00de34801e27c5afa004ac5a543cc5372b5,1,0,0.1681629833932691,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_20d4d38c0f2413502df2b981717cfafb,5fe342cee0ea43f4c416ff113f29c0e1d1b4f06920e6070efd2257f1adc83224,0,0,0.18710314355163699,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_21503a6489ac6a46c1c7e31238e7ff8c,1d432f6abce7835d11e45d7f649acc4570b7382c6e51f4720206fe3867e639de,1,0,0.057330959657475873,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_23c5b71251589912645b79a53591fc69,ccaa5d1d77f008f26d61a00c9c9bf9503e4fbcc8d57eeeb9cb4ef22fcbd5f2e0,5,0,0.10929335673774929,33.467395919969739,True,188,True,
synthetic_long_horizon_identifiability_v1,audit,c_23cd97326cc6577d590256f794dc7b66,d4563e2b4367c1ecd1fefd02f1c97e3efe1f7cf05cd80054c37010fafbb4fc25,5,0,0.18066635318709429,32.141993885082712,True,12,True,
synthetic_long_horizon_identifiability_v1,audit,c_23d114443549b929f6fc40e41b7fe655,bb3e459064943a59bd1d4afddb9bd04b30e558ac37878c942d8bfc9ec5f6b3ff,5,0,0.13519968553316961,33.484108141073946,True,192,True,
synthetic_long_horizon_identifiability_v1,audit,c_246318196a7dfec54c61d65441336356,12009b18484a709813e88c8b8a0a557aa8bfb30569c24642aee99056c7beef69,5,0,0.09096184009313879,36.011340253369291,True,261,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_254e1a1e4db06a38a1b7284d05b9263a,419791d925978630d0969a4a58d495c75b5aa090410232cbbb2591932ca532f4,5,0,0.047327046028480861,33.937088858024559,True,212,True,
synthetic_long_horizon_identifiability_v1,audit,c_260a7baf0227a99d6ef68ee6557c1896,b475a1e9e6a24da03d4cb7b1900524ea85394b4b7561ebae8734f935bb237bb0,5,0,0.12605251019773528,35.776167977289866,True,253,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_2686794c9e60b30c8edc30de6d5ba427,ffbbea5b159e4dd3da2879fc7cb035f0083acbb7833d1f8f754613034e44f927,5,0,0.063229789593599303,33.823411595766203,True,203,True,
synthetic_long_horizon_identifiability_v1,audit,c_26e5458dd8515040565f419b28b544ae,5e00560ec4337d0894c9f90eae83ca4168192de221af092edd510100fe076c86,1,0,0.020904245690968184,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_27888c935aa4853a1dc03ac401afd877,fd14918be781abec697d1575d752c2e778ab31522141fa6a7177ce4397ae6b30,0,0,0.48869248000570703,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_27ae80a344c39e1a908dd02767bdb256,a89ce324b674e3bbda8144452abfc104e50d00fdcec78943f7fb0a29b5d441cf,5,0,0.091664356818248333,32.141999001050252,True,45,True,
synthetic_long_horizon_identifiability_v1,audit,c_27bfb4d5e3472d6acfe6be64355bd670,c908e7fbf14df68a016ab8dced7d122c82ec3db06a5b893c6ccf739c9b052260,5,0,0.078352084321329327,32.789963682184691,True,139,True,
synthetic_long_horizon_identifiability_v1,audit,c_2902f79005f339a6bcc307378446b524,892c1287d80710fec77bdd5d00458ae4b4de8d90b17133a3d142ed467414b1ad,0,0,0.40390536888443862,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_294e43961e20f6181dc777fd0025fab0,46c6922a7682a0f6a97f8a3c33a668af8ba4df6f7345476c6a489e8da5eea8ac,5,0,0.19392350436920527,46.418129766122341,True,348,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_2986dfa7cae4048c9b3a35e314aa2ca5,ad03aeb75912f84c6218018110cd7bbea456974660f29ec1db44ecb17b254cf1,5,0,0.10894964372661529,36.327780248969191,True,265,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_29f8081d98752993bde50ce6cbe341d2,117d536b3c7ec6b705e6fbd363ec3d789f2549a32870f034bfc00525d01762e4,5,0,0.062553256355904571,32.14199822143209,True,29,True,
synthetic_long_horizon_identifiability_v1,audit,c_2a6d05af1e71d6735f85412a973d66c7,941abdb840c976275f87a6a053e7e5a0b10495b58ea1e6bcdfce29a8699d118f,5,0,0.09255034997850782,37.063402000080998,True,280,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_2d4353d3d4dab97fbdb6e6e49e26b0f3,38b6c00d4a130cdc2be0328ff636318c2712b259bc9b54bff196863c04774ebf,1,0,0.14836631110508899,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_2dc1bf9a46c3f2609c7dee207c18c23d,03de64713da0d905999593d26d92f744aaa0c2659cef8a2be1d39ce9a449fb1f,5,0,0.044999251607413596,34.64645111667479,True,232,True,
synthetic_long_horizon_identifiability_v1,audit,c_2de573aae6661f9cb820697748e2da35,7fb02bc9aa51339d353901573601582787fae059bdb44d4e875c6fdc5bf49b1e,5,0,0.14536050043485288,49.323774175710348,True,360,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_2e4238b0e024955f091f673ae4b1caf3,5ce0dc0051b99551879db99c0ae7c12e4851eebeebe31af4d6311d604b3fccfb,5,0,0.062764720315131903,32.141998529867337,True,34,True,
synthetic_long_horizon_identifiability_v1,audit,c_2f1e01d133f10d8270f790ef9380ff35,037e96b27bfb250a4f81d31d14597f71a3bf266d33bc0bf04a909111cdeda55c,5,0,0.039990331591514272,32.9943762006085,True,157,True,
synthetic_long_horizon_identifiability_v1,audit,c_2fd5d10bbed14d87e5861c3a9ecb1932,30172f54492d530da90c94f5b2a65fbe2b1f3428edb23885d4d4d9ae563bae13,4,0,0.092662548846405637,33.483877555618946,True,191,True,
synthetic_long_horizon_identifiability_v1,audit,c_2fd99a34e01489ad25e4eda7cc440bd3,42f05067c1cd394dffff502e015ab17dbb644a3c766740ad67a59f36c9e64c18,5,0,0.077218411785813484,32.141998923585149,True,43,True,
synthetic_long_horizon_identifiability_v1,audit,c_300e705a0daeefcdae3d9dfff6dbc6f3,46ab8122b85375be03905fac654dad65bc890e98d09d1c55a89999b4d544e00d,1,0,0.04082462206351261,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_31a8c52cfb245d1359942cecd86f0a00,f14e5592ca9a232b99f5e315f7d9f820b27710fb03d6ea1c99be8b6dcfe4a342,5,0,0.14054824875155236,32.14199966600259,True,60,True,
synthetic_long_horizon_identifiability_v1,audit,c_320551deb11259ec0b8fe06f535691cf,e8058733744130b71ac2e45b97cfd61eed25882551aec876e916a953123f18b8,4,0,0.07109091500016694,37.413700779381223,True,287,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_33050960b016c0ed15fe2eb949467ae5,f94fab5a7c9f4485134e11d80a09893d3c61bd957658c6919eeb2806329dff55,5,0,0.03238038622985296,32.141996170688969,True,15,True,
synthetic_long_horizon_identifiability_v1,audit,c_331caef8dcfd309636f7f457a0437b48,97749ef96bc7233dd744f18f00594b10b15bb4edd46fa4ab066f5b255ee2f9f0,5,0,0.081992950551429702,45.623118245511399,True,347,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_333552562e31b75affb136f964fecfcb,216d5f282908f6e296d3dc4b72610c893e664e97195dce35e21ce432bc230b5b,5,0,0.039368274328698556,34.431852124166987,True,226,True,
synthetic_long_horizon_identifiability_v1,audit,c_33d93f5311da73fb678c864d6b55b243,01c030541ca4f8b7ac9531aac3e0edb6620e749d762a2037a39726e68b7f31b8,1,0,0.065140947214286773,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_340d5466365b9d975806b92862b19d31,7108211872ed6a793543cb5751f640dcb5c37c73afa417f3bf61178ad2d4d976,5,0,0.034713004221408501,33.933424510507734,True,211,True,
synthetic_long_horizon_identifiability_v1,audit,c_34936fc478d9995d8253abe59bf97a30,b8b514421a7dbc468b7b48293f03e0f54f8b69d59568d49d977ac15c3e19a844,4,0,0.019812918153510075,32.141992670037091,True,8,True,
synthetic_long_horizon_identifiability_v1,audit,c_350bb05b76d938e9d36f8b5242008bfb,89da586ef3ada72de00f505e9e30aa8171bae7b957b1e0e236a230b4c3303fba,5,0,0.12405563598596099,39.384707561710677,True,309,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_357d597c6680f7fc5c769c8cf3d87cca,9e7f6534ebe455dbe854138631371d42964a6fd529f29b99873ebe5020689b0e,5,0,0.065246508714761911,38.922548467922162,True,304,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_36047615b5c11b4550eac1fcb20e0962,ad3206257842de944999a7024a536941347249adfe34ca514d6a7abf6eb6cb33,5,0,0.073825503954567231,32.489476941017763,True,116,True,
synthetic_long_horizon_identifiability_v1,audit,c_367e4b3a7768c9e5680266cf7600840b,89358c1623946d29898cbdfe06df880d18304f011eb59a4823f5559f5a274758,5,0,0.079028928665689668,33.296185142823163,True,176,True,
synthetic_long_horizon_identifiability_v1,audit,c_36d1a9fa1cfe35e780a58e7b629c2744,d557b8a54f9519883d146096e8bc1cfc965451218d18275bd3bf6a0744ad5b25,0,0,0.26712084002778219,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_36de8b1d8fce8c765368aab65b65d701,67fecb334425b0fee39e85c1a11a34470ab6cb6a83731cdd83ff7964c38d0112,4,0,0.095818320913339458,32.14200891146222,True,80,True,
synthetic_long_horizon_identifiability_v1,audit,c_37941e13e481c9e2aec81bedde9b3522,f89a738adcdfa839e50d57370d607bdd605c1557618e24b037b43c421e1972c2,5,0,0.050970924500557187,32.811311274705702,True,142,True,
synthetic_long_horizon_identifiability_v1,audit,c_37a7bc44585287d54bfabd6bfa43ed4a,fa225079c87ec1153461068021bb997ea71259d57d119f58e31d7fd0e0d90a41,5,0,0.03750142156513335,36.416140869729425,True,268,False,ranked_above_issuance_quota
synthetic_long_horizon_identifiability_v1,audit,c_37ab80852ec81b9db67221fd70d92da8,135f90485b0d98d2a07638645f8b3935699e00e990d07b6d0dc6167939e650cc,6,0,0.15278580064859729,32.972973051744148,True,153,True,
synthetic_long_horizon_identifiability_v1,audit,c_37e27c2971f2b8fa56c61da0a40964ff,f4b309ae2f2f23763de9ddcc616ed26124e4c13c1f663d463293584e0deaa5ab,1,0,0.19524571759024834,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_380ee2e479738b90af1f0cfb3b2e197b,7ff54320ac86e6e36d506dcb127df372f655e64fb717120246387c386b5d6dda,0,0,0.19389686605313192,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
synthetic_long_horizon_identifiability_v1,audit,c_38ff0c17970cc5b7759fd1c38cfc1611,cde58014ede7b98f15af560a2bbc4ef3763d517913c42404340051e513cdda36,0,0,0.24795991434826345,inf,False,,False,fewer_than_two_credible_structure_families;nonfinite_disagreement
