pair_id,left_disagreement_score_pp,right_disagreement_score_pp,left_exceeds_threshold,right_exceeds_threshold,both_members_rejected
p_5f028a475571a4fce391f971f54c5f4d,32.653410202783434,32.653410202783434,False,False,False
p_605199f7de5eb3e9455007e9f1c41f2b,32.141995579149643,32.141995579149643,False,False,False
p_60b1627d819ccfacd51ba2a8d9615986,33.735592508372818,33.735592508372818,False,False,False
p_60c9c8b0b37ea1eb1f08fdf3dbadc9aa,50.815631875498987,50.815631875498987,True,True,True
p_636cb81968b2e07309c835f1eee3b71e,38.241952260797852,38.241952260797852,True,True,True
p_647efd590ea890898fdeb56d088cf1a3,32.142001166180449,32.142001166180449,False,False,False
p_64891d798894dbd7f03c30a80cd176d7,32.961626362842495,32.961626362842495,False,False,False
p_65b029fac9a6e1dd083e58cf6e3e0a6c,32.893432918565637,32.893432918565637,False,False,False
p_6822aaf6227bd82f638ab37da23f00e3,43.971628020944117,43.971628020944117,True,True,True
p_69d84de42de0dbe9aedeb25332210526,33.781818579813525,33.781818579813525,False,False,False
p_6a547bc6471bb8e158fb0731c3a4ff24,inf,inf,False,False,False
p_6cbda46260fc354783df7e1244f7a9ea,39.682233783786863,39.682233783786863,True,True,True
p_6d745b52835ed308353e7fed62a10c69,34.181137991028102,34.181137991028102,False,False,False
p_70abce1b3e866f4ff4a08d78d3b246c7,32.142000045400934,32.142000045400934,False,False,False
p_70fce5b8b9ece7dd3c2d778b4ddc7109,32.141995788802376,32.141995788802376,False,False,False
p_7228290904086794344b060fc347b5f9,33.302995894352094,33.302995894352094,False,False,False
p_729d20c9d3bbc52d6803cb74fbabeed7,inf,inf,False,False,False
p_72df7148ac566eedec37f879a1a0ea8a,32.141992546597635,32.141992546597635,False,False,False
p_75603c2c6a140d57765587b399c0dd9c,32.141998014103123,32.141998014103123,False,False,False
p_75dffb68e3f4f72259e520aad08f79a9,32.190453577312589,32.190453577312589,False,False,False
p_7611258b9e78383d087d2c7e4062ba9e,38.004584541840664,38.004584541840664,True,True,True
p_76e664839f9f268eecdeb2759e64ea9e,33.415703245150809,33.415703245150809,False,False,False
p_77dc33473b4c26b607ca742a9422dd62,33.205846161859611,33.205846161859611,False,False,False
p_7867b9cecd28c4b95b86634342feaf79,33.153354371530767,33.153354371530767,False,False,False
p_78a6992f04bc67ae7a4e3bc3d3255a5e,32.161944778373325,32.161944778373325,False,False,False
p_7a0cb94c7f3940c6d1b6f5b1502cab31,33.861298572051098,33.861298572051098,False,False,False
p_7b1c3d7d9b34ca307403596bdcf39b93,32.141997941694967,32.141997941694967,False,False,False
p_7d0ec6e0f08f0f2b7b97704d402a062a,36.908563635628603,36.908563635628603,True,True,True
p_7de9e59f11c2ee82581cb75174d13da3,34.807986054688705,34.807986054688705,False,False,False
p_7eb7b04f30eed64d69559c2955eed435,32.687986503223641,32.687986503223641,False,False,False
p_7f21306884e5da7c80c4c2bbfbb657df,56.161094977425854,56.161094977425854,True,True,True
p_7f33957525bb786590aae3a4e945350c,32.449676570638417,32.449676570638417,False,False,False
p_7fe6e019c3aba06d75e6622c6b8ae0dd,34.777283516490414,34.777283516490414,False,False,False
p_82444ea8bfd5dd281f533c4dde62ceca,32.381328453523651,32.381328453523651,False,False,False
p_835835ae8d481638901c59246b73da38,53.808614783199268,53.808614783199268,True,True,True
p_84c5c5fb131e7ae4c4933cdf73e60a56,32.141997617525092,32.141997617525092,False,False,False
p_888073b98905871f212e1ec206688e92,33.907013833513716,33.907013833513716,False,False,False
p_8978bbc81bf2650233fdb65eb67700a2,32.45973105251619,32.45973105251619,False,False,False
p_89f40ebbe9a3af6445d39cd01271d5dc,33.378562785097884,33.378562785097884,False,False,False
p_8c69793c8245785de2a6d06652e75980,42.00888598253264,42.00888598253264,True,True,True
p_8ca8c6d18a3d202b4f33ac5050232379,32.510279786244539,32.510279786244539,False,False,False
p_8d8ae48566d41bfe7603fefeecf9f538,32.141998212248296,32.141998212248296,False,False,False
p_8dab8601973b05ad86c77f7890e7f4c6,49.992310459100985,49.992310459100985,True,True,True
p_8e79728aa5ffbff268057e142263c37f,32.141996495558729,32.141996495558729,False,False,False
p_8e88a1aa184ab8e3a54b07c0c3defd5b,36.722014095680358,36.722014095680358,True,True,True
p_9039f90405d0d75efab6244f31426778,33.797910878048036,33.797910878048036,False,False,False
p_92e8875a9364cf37e98f130938d054de,53.300475238186756,53.300475238186756,True,True,True
p_9440041e34895c97eefc3861a2dbaa05,32.709611976755369,32.709611976755369,False,False,False
p_94da2d2ffeed552a955dbf4bb665e30b,32.475542853578389,32.475542853578389,False,False,False
p_9531b9af07024b408d92dcaca598ada5,32.141996977222462,32.141996977222462,False,False,False
p_961c7c5216e1e204c1c53b23563c6812,35.312337295371371,35.312337295371371,False,False,False
p_977d0a5279363ce64ca96492947a2cea,32.59550255291721,32.59550255291721,False,False,False
p_98baacbb2312f0f4c970c6db685f829a,33.947260309933881,33.947260309933881,False,False,False
p_99b76dc8e531ad7f87848bb6afe2866d,32.141996239039088,32.141996239039088,False,False,False
p_9a1c99edcecfca61491a0856e4856e70,32.570226179435835,32.570226179435835,False,False,False
p_9a1e1ba6a92d789f54dd5d1530dfd330,39.709500232220499,39.709500232220499,True,True,True
p_9ff4eb80128ec5959fc88f47783a59c2,48.222209956416144,48.222209956416144,True,True,True
p_a101b9bda057b22f5511fce8db16ba76,32.647250680440152,32.647250680440152,False,False,False
p_a18e6368c0c6c9d542a9d36734385a6d,32.467984690392043,32.467984690392043,False,False,False
p_a1d6551f091e84a37e7bf000415362ad,33.611116056938158,33.611116056938158,False,False,False
p_a28a0740db48f777fa37f627033542ba,35.021623135025315,35.021623135025315,False,False,False
p_a2c2c28629643cf74614eae49251f4a1,32.141999131655382,32.141999131655382,False,False,False
p_a57b15f7e4014c74f8744c1874c8ead3,50.634735887502707,50.634735887502707,True,True,True
p_a5bdf36b257ba13271942fdc802ff43e,33.23460778156462,33.23460778156462,False,False,False
p_aa7eaf9af39231e6e6b9abc81f5f9dfa,33.577346344321136,33.577346344321136,False,False,False
p_aba8e3e05663648314b89186530c8d97,53.047609058983937,53.047609058983937,True,True,True
p_abdc509764be94e7c2f4539ac5ee105a,33.580958223323009,33.580958223323009,False,False,False
p_ac086d5045b122dd3c2598b7d893d1dd,45.117793155952462,45.117793155952462,True,True,True
p_ae55205524a93bed64487ceb7432a2de,33.336181800783294,33.336181800783294,False,False,False
p_af8c1913582e39048c7a6d387a52a8fe,32.873827746944002,32.873827746944002,False,False,False
p_b3bbd2e3527407e7e5eff3da62a4154d,36.381141015293473,36.381141015293473,True,True,True
p_b3f760ba8c3f73641369361115a6bf65,32.141999118689057,32.141999118689057,False,False,False
p_b7eee9c65462a4de70c011850cf2c697,inf,inf,False,False,False
p_bbf90155d8533b03c62a79c663e150de,32.141998009593436,32.141998009593436,False,False,False
p_bc54458c6e132d8aa88ac388c241feac,35.660922707529728,35.660922707529728,False,False,False
p_bc5a7a00471c00518105db01e92ff58f,32.141995076800839,32.141995076800839,False,False,False
p_bc91bce36c457ac84e93e993a39ea79d,32.652666325898608,32.652666325898608,False,False,False
p_bd1406295f7d67ad3ee13b942e39fed8,33.548881139829675,33.548881139829675,False,False,False
p_bdff426046060698d95c39d513708346,32.438830002340254,32.438830002340254,False,False,False
p_bebe76895e9e4acfb949dbe379e2998b,32.530208106381679,32.530208106381679,False,False,False
p_bf889664b1caa268c5c822ae65c8db32,34.774607427062371,34.774607427062371,False,False,False
p_c2416576e137fefa1d556687746e854f,36.273811386041793,36.273811386041793,True,True,True
p_c2bd91185ce5d836362cfc8992394805,35.017622871409678,35.017622871409678,False,False,False
p_c2de45ed7f64037347bc7627d0ed082d,39.46345383962565,39.46345383962565,True,True,True
p_c4585e29f159b17073e3d3aa3d0b5c15,32.43753918087247,32.43753918087247,False,False,False
p_c7959b4b1086ee678451af38adfd18ce,39.262438228532282,39.262438228532282,True,True,True
p_cb59d8696c114a29bcf7c8bd34d66913,inf,inf,False,False,False
p_cc22711e71855b2efe261a7fcec85924,38.318533566301944,38.318533566301944,True,True,True
p_cc4c07a9405789cd7892396e481ff674,32.141999735692551,32.141999735692551,False,False,False
p_cd11a95acb5050ec2d03fb83540032fb,32.141995207410957,32.141995207410957,False,False,False
p_cdd7f1c1519b7a61f2faf6f3d7c2c974,32.84842543434992,32.84842543434992,False,False,False
p_ceb5d3a65a9d7dfc87b0f5107eae9b63,38.748228229030893,38.748228229030893,True,True,True
p_d0ab8d29d14bd5cbef31f7edefddf01d,34.484452108404525,34.484452108404525,False,False,False
p_d19b3faa0acf878703536769c1a014aa,35.120217138174027,35.120217138174027,False,False,False
p_d241ab2d6f3c42352b9e8cad4de77959,32.141992809354662,32.141992809354662,False,False,False
p_d30911f84e7a9d5ed683829529e88682,32.141997999630505,32.141997999630505,False,False,False
p_d4abbd1081d1427247d6b08c6b1773dc,32.141999792988159,32.141999792988159,False,False,False
p_d602f560fdd2a44747dd195edf9b2869,34.325835619215823,34.325835619215823,False,False,False
p_d64e1186cab833549535d23691e553e4,32.720860707113729,32.720860707113729,False,False,False
p_d6590624ea9a36370d1bb9eea3af5c1c,33.97125402081285,33.97125402081285,False,False,False
p_d77d4d0aeab0f90215c86069ab9d6d54,32.141998662800248,32.141998662800248,False,False,False
p_d85b67b2a708292f8096a9bccfe1ce22,43.362704740951862,43.362704740951862,True,True,True
p_d9d18a75a6a097b3264c0c0d7be032cd,32.141997206450029,32.141997206450029,False,False,False
p_dbaa4bda241372d181f72d5c1a994a1b,34.763832445776508,34.763832445776508,False,False,False
p_dbcc30c41afb4f9560b4c580bbcdb43f,52.703541124506337,52.703541124506337,True,True,True
p_dd9dafef8395f7a0f00ab9cd1c38adc8,32.358497581224768,32.358497581224768,False,False,False
p_ddc4fbeb15d65d325dc0dccbf59817b7,34.963110351738301,34.963110351738301,False,False,False
p_df05447ccdc9ab62ebce6342c7630035,32.141998990571423,32.141998990571423,False,False,False
p_e268d13a84941cd932487f51626b42e9,32.141999929628213,32.141999929628213,False,False,False
p_e43492012569a78013baec82f1a35148,35.363219679162206,35.363219679162206,False,False,False
p_e5dfff9328e898033512b01e4eb46aea,32.609317050312868,32.609317050312868,False,False,False
p_e676cea3f6cd0e6878008fb03575d97d,44.765715085440895,44.765715085440895,True,True,True
p_e6a55a7fae98630fdd808f965c6dd821,32.993563495927219,32.993563495927219,False,False,False
p_e6edf98d1d67035e0796d4fb527e135c,37.731661671077454,37.731661671077454,True,True,True
p_e830c4d4488ae0e2587e7d422eeb4909,33.035374702245662,33.035374702245662,False,False,False
p_ebd4dfdc568d287aa63fa5f600a0a399,32.722802480695321,32.722802480695321,False,False,False
p_eda9964902173d67ec3e96b7632c7953,38.849395927528057,38.849395927528057,True,True,True
p_eeebe4ce06ff957e6df7b1e1e91064ff,33.626134883135734,33.626134883135734,False,False,False
p_ef1cc17c05afe601682cac5e46e62e61,33.862303405406507,33.862303405406507,False,False,False
p_f11c562d3033a26033280983967ad0e9,32.649513449296151,32.649513449296151,False,False,False
p_f3e7bc76bf3dcdffffc7512829890c6e,32.141997896674908,32.141997896674908,False,False,False
p_f5e5b62e7057850ac4d163bf464b62c7,36.842549997964163,36.842549997964163,True,True,True
p_f5fd884e4bb81477da15667eccc7f5a0,32.141998378119354,32.141998378119354,False,False,False
p_fbcf851cce8441f3879437c6fc907c48,33.08309265780079,33.08309265780079,False,False,False
p_fc6de51735f1be46829110ea8b3369d4,37.077704520590167,37.077704520590167,True,True,True
p_fd8f063ed8da7b94689a4a8c82459f87,32.545008473154866,32.545008473154866,False,False,False
p_fe0d46ed7bced73f7da1c099baa62b93,34.410069943545722,34.410069943545722,False,False,False
p_fe6dfe39882e62d56cb675c5db9587c2,34.831605349549726,34.831605349549726,False,False,False
