cell_id,previous_prefix_cycle,current_prefix_cycle,selected_gate_id,selected_correction_candidate_id,selection_fit_cell_count,activated,base_trajectory_mae_pp,updated_trajectory_mae_pp,raw_delta_mae_pp,gated_delta_mae_pp,projected_history_change_pp,absolute_spearman_monotonicity,slope_sign_agreement
MATR_B2C17,20,40,no_update,,40,False,0.21095829440674593,0.21095829440674593,0.21795995772967178,0,0.33885466037421219,0.90225563909774431,True
MATR_B2C19,20,40,no_update,,40,False,1.6561152402253398,1.6561152402253398,-0.0069012118241935649,0,0.01057719331696679,0.12781954887218044,False
MATR_B2C2,20,40,no_update,,40,False,0.38809419418078606,0.38809419418078606,0.018939663103212323,0,0.029781145490385286,0.24210526315789471,True
MATR_B2C21,20,40,no_update,,40,False,0.065994996701829442,0.065994996701829442,-0.021873946041370773,0,0.072974016674720588,0.74736842105263146,True
MATR_B2C23,20,40,no_update,,40,False,0.80502167128116842,0.80502167128116842,-0.051524977601829391,0,0.078979449218698622,0.80601503759398496,True
MATR_B2C25,20,40,no_update,,40,False,0.5091624182711878,0.5091624182711878,-0.052946136519272657,0,0.082150716088863873,0.86015037593984955,True
MATR_B2C27,20,40,no_update,,40,False,0.43142363536572642,0.43142363536572642,0.023147757270417568,0,0.035545019326714097,0.81654135338345857,True
MATR_B2C29,20,40,no_update,,40,False,0.36395523521226347,0.36395523521226347,-0.062176144223755392,0,0.095904637610183224,0.9172932330827066,True
MATR_B2C31,20,40,no_update,,40,False,0.046996313515771743,0.046996313515771743,-0.00020273000365575444,0,0.00053244235887817126,0.016541353383458645,True
MATR_B2C33,20,40,no_update,,40,False,0.60951557107458387,0.60951557107458387,0.0059433661821565176,0,0.0091134418929031246,0.19097744360902258,True
MATR_B2C35,20,40,no_update,,40,False,0.14573156670469486,0.14573156670469486,0.054443470691610041,0,0.084272800975284667,0.76842105263157878,True
MATR_B2C37,20,40,no_update,,40,False,0.35194107684858483,0.35194107684858483,-0.013826997292049836,0,0.021496283502459943,0.4977443609022556,True
MATR_B2C39,20,40,no_update,,40,False,0.053962899749796324,0.053962899749796324,-0.015643818847185013,0,0.058357797432646366,0.90676691729323311,True
MATR_B2C4,20,40,no_update,,40,False,0.34542316655869471,0.34542316655869471,0.019370360139844778,0,0.033419432032234325,0.69924812030075179,True
MATR_B2C41,20,40,no_update,,40,False,0.38268922618343776,0.38268922618343776,0.036774640413581361,0,0.057816442628532083,0.78195488721804507,True
MATR_B2C43,20,40,no_update,,40,False,0.13891055620317658,0.13891055620317658,-0.028712725731984801,0,0.045118510155421954,0.7398496240601502,False
MATR_B2C45,20,40,no_update,,40,False,0.047209627534841904,0.047209627534841904,-0.00041732622250990892,0,0.00081723896853633064,0.0075187969924812017,True
MATR_B2C6,20,40,no_update,,40,False,0.82199421818665785,0.82199421818665785,-0.10618346086197605,0,0.16501912626487641,0.99097744360902251,True
MATR_B1C1,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.064164002622795258,0.064164002622795258,0.086479822062271755,0,0.061477079924823347,0.80300751879699239,False
MATR_B1C11,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.027939337513746606,0.027939337513746606,0.041381914728004968,0,0.043688190699223625,0.6902255639097743,False
MATR_B1C15,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.060860867659238357,0.060860867659238357,-0.0017733225926032034,0,0.0012227175816268286,0.045112781954887216,False
MATR_B1C17,40,60,a0p1_d04_r00,theil_all_a0p1,40,True,0.55089986886203024,0.58856501105002323,0.037665142187992995,0.037665142187992995,0.062588341238788786,0.66766917293233086,True
MATR_B1C19,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.054686490606001094,0.054686490606001094,0.018132266490495159,0,0.014761096960720957,0.25864661654135335,True
MATR_B1C21,40,60,no_update,,40,False,0.40372996709829129,0.40372996709829129,-0.059429486665361186,0,0.099233591575093844,0.75338345864661649,True
MATR_B1C24,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.14124731315217284,0.14124731315217284,-0.047865209638256689,0,0.032385955024381019,0.40300751879699248,True
MATR_B1C26,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.056202986154172525,0.056202986154172525,0.056988832888079106,0,0.043120918152953561,0.60300751879699244,False
MATR_B1C28,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.044126399680058687,0.044126399680058687,-0.014483790679107857,0,0.010137947848647855,0.20751879699248119,False
MATR_B1C3,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.026482712901649504,0.026482712901649504,-0.0055759766925561373,0,0.0070968797374959536,0.17593984962406017,False
MATR_B1C30,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.032564152066964107,0.032564152066964107,0.0030129924289524282,0,0.0048144791699604355,0.22857142857142856,False
MATR_B1C32,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.036300744745117026,0.036300744745117026,-0.011813338019233594,0,0.0084499503620557199,0.18496240601503755,False
MATR_B1C34,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.018557899824262532,0.018557899824262532,0.037520122589400393,0,0.036990519387675787,0.5714285714285714,False
MATR_B1C36,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.064117617927492834,0.064117617927492834,0.031251037322593087,0,0.021957805336056176,0.24812030075187969,False
MATR_B1C38,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.1975987708806444,0.1975987708806444,0.046416593165083064,0,0.031029661123450104,0.7037593984962407,False
MATR_B1C40,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.045845574799864924,0.045845574799864924,0.059912417738458262,0,0.042378090123188251,0.77443609022556392,True
MATR_B1C42,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.12166192864977141,0.12166192864977141,0.027017068966385643,0,0.018112938616835998,0.3669172932330827,True
MATR_B1C44,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.085498741340224463,0.085498741340224463,-0.038448601347030056,0,0.028450157066473025,0.84360902255639092,True
MATR_B1C5,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.11648888414237461,0.11648888414237461,0.048000281631048483,0,0.031939498851514259,0.82255639097744349,True
MATR_B1C7,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.067743498554217699,0.067743498554217699,-0.018893751614365926,0,0.012752413091678565,0.37894736842105259,True
MATR_B2C0,40,60,a0p1_d02_r70,theil_all_a0p1,40,False,4.2509818071813079,4.2509818071813079,-0.12285927481954761,0,0.20423281559964779,0.66766917293233086,True
MATR_B2C11,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.21348815434559279,0.21348815434559279,0.028243735583757312,0,0.019287346092412987,0.34736842105263155,False
MATR_B2C13,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.24502021881148886,0.24502021881148886,0.021887278543845451,0,0.018667323310410211,0.55639097744360899,True
MATR_B2C17,40,60,a0p1_d02_r70,theil_all_a0p1,40,False,0.23136943571417562,0.23136943571417562,-0.066580973900198875,0,0.1287589307486369,0.53383458646616533,True
MATR_B2C19,40,60,no_update,,40,False,1.0992755652189916,1.0992755652189916,-0.065124754532296381,0,0.1080908788917788,0.89924812030075185,True
MATR_B2C2,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.26194749043696591,0.26194749043696591,-0.018944208566537085,0,0.013107246988649297,0.13533834586466165,False
MATR_B2C21,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.15462082292202772,0.15462082292202772,0.046751165101023062,0,0.031493576253731191,0.31428571428571428,True
MATR_B2C23,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.69106579912190313,0.69106579912190313,-0.083536485424574702,0,0.05547141592833358,0.70676691729323304,True
MATR_B2C25,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.50547737231156287,0.50547737231156287,-0.016128179396449505,0,0.010848551163531086,0.16842105263157892,False
MATR_B2C27,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.36897066194897038,0.36897066194897038,0.013642479779115202,0,0.0093010301739582246,0.13684210526315788,True
MATR_B2C29,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.2234489622420637,0.2234489622420637,-0.010241197986291611,0,0.0068241480300131555,0.13984962406015036,True
MATR_B2C31,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.22277747652867461,0.22277747652867461,0.0059082136757377668,0,0.0040565621003493977,0.12781954887218044,False
MATR_B2C33,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.40540734841760229,0.40540734841760229,-0.036243320873509066,0,0.02406195576664498,0.38947368421052625,True
MATR_B2C35,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.066319089912165494,0.066319089912165494,-0.014721217824055742,0,0.012589425418370451,0.1969924812030075,True
MATR_B2C37,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.085684619855385516,0.085684619855385516,0.04941185122868437,0,0.044651074034973703,0.65112781954887211,True
MATR_B2C39,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.037329948792434092,0.037329948792434092,0.016418349085856751,0,0.020722967479278914,0.39699248120300751,True
MATR_B2C4,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.26570402319791459,0.26570402319791459,-0.013085092112673946,0,0.013666602072705151,0.26165413533834586,True
MATR_B2C41,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.10885710849708155,0.10885710849708155,-0.014491411868901294,0,0.029115239196840142,0.39097744360902253,False
MATR_B2C43,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.026531201063212547,0.026531201063212547,0.0007845372752139923,0,0.011870916673591601,0.31729323308270674,True
MATR_B2C45,40,60,a0p25_d06_r50,theil_all_a0p25,40,False,0.11205117839226161,0.11205117839226161,0.012537842864771775,0,0.0086754570781180807,0.17593984962406017,False
MATR_B2C6,40,60,no_update,,40,False,0.73156163482937486,0.73156163482937486,-0.040304262496267507,0,0.067776226170853507,0.85563909774436087,True
MATR_B1C1,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.015272746986010546,0.015272746986010546,4.0790725342531448e-05,0,0.0015954990210313253,0.045403377110694192,True
MATR_B1C11,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.025372970837373075,0.025372970837373075,0.0031920050086142737,0,0.0062113334067528522,0.0016885553470919327,True
MATR_B1C15,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.066659119260425323,0.066659119260425323,-0.017764515608239717,0,0.028787334586583526,0.74090056285178241,False
MATR_B1C17,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.020693679898520115,0.068166453858745868,0.047472773960225756,0.047472773960225756,0.13265054481238564,0.97279549718574121,True
MATR_B1C19,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.039933877521312271,0.039933877521312271,-0.0046495879788707867,0,0.0091723728448897517,0.24221388367729837,True
MATR_B1C21,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.33366016873665749,0.29608946253203833,-0.037570706204619164,-0.037570706204619164,0.06075554837038992,0.63076923076923086,True
MATR_B1C24,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.066661887291639771,0.066661887291639771,0.021312228891651519,0,0.035951045046539766,0.65722326454033775,True
MATR_B1C26,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.19725809373011458,0.19725809373011458,0.00015368182053379642,0,0.00025057669709002207,0.062664165103189506,False
MATR_B1C28,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.048017158345262698,0.048017158345262698,-0.012160009451609492,0,0.020356235043055511,0.69530956848030034,True
MATR_B1C3,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.015533999001434253,0.015533999001434253,-5.0758189075140667e-05,0,0.0010382616128995757,0.058911819887429648,False
MATR_B1C30,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.070532207167319713,0.070532207167319713,0.006579185396702561,0,0.010508831620968571,0.54390243902439028,True
MATR_B1C32,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.011378142384698649,0.011378142384698649,0.001720957592658081,0,0.0087506956916210965,0.29136960600375239,True
MATR_B1C34,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.032743669833994744,0.032743669833994744,0.0088312345320998992,0,0.018087484411152412,0.66660412757973742,True
MATR_B1C36,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.071403445869863164,0.071403445869863164,-0.0013598033033946494,0,0.0022676418348983101,0.029268292682926834,True
MATR_B1C38,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.046714579981954073,0.020418007552497029,-0.026296572429457044,-0.026296572429457044,0.073241990205702628,0.95703564727954993,True
MATR_B1C40,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.017102463355051327,0.017102463355051327,0.00071425884280443969,0,0.0043402142186893698,0.18836772983114447,False
MATR_B1C42,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.051546086478376052,0.051546086478376052,-0.011545194147601162,0,0.018513229128116798,0.56078799249530964,True
MATR_B1C44,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.08651913830275014,0.08651913830275014,-0.0026127357681143409,0,0.0041595793323218845,0.1577861163227017,True
MATR_B1C5,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.032472741853906015,0.032472741853906015,-0.0070100147165116748,0,0.019733312832447125,0.25140712945590998,True
MATR_B1C7,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.024558758880006835,0.024558758880006835,0.0078056507800898338,0,0.02555479079577181,0.57073170731707323,True
MATR_B2C0,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,4.0553514012912846,3.6101241046318,-0.44522729665948457,-0.44522729665948457,0.71643654839690829,0.74258911819887452,True
MATR_B2C11,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.30354209935398885,0.30354209935398885,-0.015924631424377556,0,0.025935553284227808,0.49287054409005632,True
MATR_B2C13,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.34565201252327671,0.34565201252327671,0.013851697243554451,0,0.022559706067618271,0.7129455909943716,True
MATR_B2C17,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.16649652706804852,0.16649652706804852,0.023351208581479238,0,0.054070729786613606,0.40900562851782374,False
MATR_B2C19,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.39668591731033848,0.26661937583775386,-0.13006654147258462,-0.13006654147258462,0.2291403560510516,0.96153846153846168,True
MATR_B2C2,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.21375919505575042,0.21375919505575042,-0.014577524979881101,0,0.024537077699155686,0.2382739212007505,True
MATR_B2C21,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.2231231775777337,0.2231231775777337,0.02259895632495898,0,0.036516188769879401,0.41969981238273929,False
MATR_B2C23,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.70265171311728947,0.64093299736294451,-0.061718715754344955,-0.061718715754344955,0.098258651947215891,0.87879924953095689,True
MATR_B2C25,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.053068381687329164,0.047950588887167245,-0.0051177928001619188,-0.0051177928001619188,0.046109758544793863,0.73864915572232659,True
MATR_B2C27,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.10246328014062243,0.081215520772485311,-0.021247759368137123,-0.021247759368137123,0.041996875422481622,0.6973733583489683,True
MATR_B2C29,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.093872113884813618,0.093872113884813618,-0.021890109602057353,0,0.037646316947196584,0.63714821763602258,True
MATR_B2C31,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.062003680328381987,0.062003680328381987,-0.0094428462004036359,0,0.017772635253691833,0.40769230769230774,True
MATR_B2C33,60,100,a0p25_d06_r50,theil_all_a0p25,40,False,0.2151114502920565,0.2151114502920565,-0.033058018922493687,0,0.055131078393836137,0.73789868667917458,True
MATR_B2C35,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.05823630525009605,0.05823630525009605,-0.0013589465534757719,0,0.029318122217969304,0.57166979362101322,False
MATR_B2C37,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.17656570951255682,0.17656570951255682,0.0076310516145502161,0,0.012545354782777475,0.24352720450281426,True
MATR_B2C39,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.05505877288868511,0.05505877288868511,0.00041504123100182672,0,0.012126867426368393,0.35834896810506567,False
MATR_B2C4,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.46217325397049469,0.49247799055999614,0.030304736589501446,0.030304736589501446,0.048328095826974504,0.81013133208255173,True
MATR_B2C41,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.21319275331089116,0.21319275331089116,0.017456870833515686,0,0.028817621262673301,0.37673545966228894,False
MATR_B2C43,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.1549750344609177,0.1549750344609177,-0.0069245849132457404,0,0.011390290800034245,0.31744840525328333,False
MATR_B2C45,60,100,a0p25_d04_r00,theil_all_a0p25,40,False,0.12589729161187777,0.12589729161187777,-0.012692139968543195,0,0.021188618386211999,0.33639774859287058,True
MATR_B2C6,60,100,a0p25_d04_r00,theil_all_a0p25,40,True,0.53364665284187596,0.37834600464256157,-0.15530064819931438,-0.15530064819931438,0.25679513112066843,0.97354596622889322,True
