dataset_id,condition_id,cell_id,test_id,source_cell_id,temperature_c,storage_soc_fraction,elapsed_time_s,elapsed_hours,elapsed_days,checkup_index,capacity_ah,capacity_retention_pct,capacity_loss_pct,resistance_dc_ohm,resistance_growth_pct,resistance_dc_pulse_duration_s,resistance_dc_soc_pct,nominal_capacity_ah,physical_replicates_aggregated,replicate_semantics,statistical_unit,evidence_role,source_doi,source_url,source_license,source_license_url
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,13941720,3872.6999999999998,161.36250000000001,10,2.9772333894959799,99.136893724755666,0.86310627524433414,0.033524276945161101,0.18978961924140947,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,16138800,4483,186.79166666666666,11,2.9745857897287,99.048733079479916,0.95126692052008366,0.033609633473789702,0.44488393969215334,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,18426960,5118.6000000000004,213.27500000000001,12,2.9727995969241099,98.989255845728152,1.0107441542718476,0.033650919184997401,0.56826935161158332,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,20711160,5753.1000000000004,239.71250000000001,13,2.9703946908161201,98.90917649350574,1.0908235064942602,0.033682824416045302,0.66362050241111081,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,22997160,6388.1000000000004,266.17083333333335,14,2.9676868052162799,98.819008430807898,1.180991569192102,0.0336986166998881,0.71081691468288799,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,25296120,7026.6999999999998,292.77916666666664,15,2.9666849979404599,98.785649923615935,1.2143500763840649,0.033607919687710201,0.43976216280674496,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,27588240,7663.3999999999996,319.30833333333334,16,2.9650010565955198,98.729577492498834,1.2704225075011664,0.033630197633980702,0.50634145857026969,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,29880360,8300.1000000000004,345.83749999999998,17,2.9638011234153701,98.689621723973261,1.3103782760267393,0.033661998890291304,0.60138187315099678,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,32513760,9031.6000000000004,376.31666666666666,18,2.95698458679776,98.462642452339693,1.5373575476603065,0.033577330531221,0.34834419849698595,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,34796880,9665.7999999999993,402.74166666666667,19,2.9577956354314101,98.489649015709389,1.5103509842906107,0.033598849545302602,0.41265536909065315,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,37087200,10302,429.25,20,2.95674529630389,98.45467447900451,1.5453255209954904,0.033566722558169407,0.31664148377283929,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,39380400,10939,455.79166666666669,21,2.9547274152447698,98.387482413776112,1.6125175862238876,0.033545229325833099,0.25240736383835838,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,41670000,11575,482.29166666666669,22,2.9534678738595201,98.345541791689854,1.654458208310146,0.033460771873626907,0,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,43959600,12211,508.79166666666669,23,2.9517360938757502,98.287876413889322,1.7121235861106783,0.0335239252196926,0.18873846157585472,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,46238400,12844,535.16666666666663,24,2.9499587345138401,98.22869331900867,1.77130668099133,0.033513414805501698,0.15732730874711276,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,48531600,13481,561.70833333333337,25,2.9488842087183298,98.19291340670155,1.8070865932984503,0.033524090773159002,0.18923323039659046,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,50828400,14119,588.29166666666663,26,2.9477823929318401,98.156224783325598,1.8437752166744019,0.0335776569672998,0.34931977694458993,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,52902000,14695,612.29166666666663,27,2.9444010959932401,98.043633249038606,1.9563667509613936,0.033714671139162398,0.75879679791728272,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,54532800,15148,631.16666666666663,28,2.9405286775678001,97.914688190429814,2.0853118095701859,0.033672597816172697,0.63305754973557171,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,56919600,15811,658.79166666666663,29,2.9411355865090001,97.934897243376966,2.065102756623034,0.033652144793732498,0.5719321742736927,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,61203600,17001,708.375,30,2.9398712276914201,97.892796208849191,2.107203791150809,0.0336508132880627,0.56795287076321088,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,65660400,18239,759.95833333333337,31,2.9376437551972798,97.818625099286365,2.1813749007136352,0.033639914391616003,0.53538070988221609,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,69084000,19190,799.58333333333337,32,2.9364360694079799,97.778411181839004,2.2215888181609955,0.033767508004413999,0.91670369095355753,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,72586800,20163,840.125,33,2.9242275895152199,97.371889214854662,2.6281107851453385,0.034107111914418398,1.9316351793454034,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50,NAUMANN_CAL_T0_SOC50_TEST,"TP_0°C,50%SOC",0,0.5,76467600,21241,885.04166666666663,34,2.9201245380079999,97.235264460257468,2.7647355397425315,0.033905631177231402,1.3294950435830399,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,0,0,0,0,2.9951430230374498,100,0,0.033231960690602302,0,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,577188,160.33000000000001,6.6804166666666669,1,2.98693362811535,99.725909752590908,0.2740902474090916,0.0333303092207691,0.29594561417078946,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,997128.00000000012,276.98000000000002,11.540833333333335,2,2.9849540685271099,99.659817430020183,0.34018256997981666,0.0333200987402857,0.26522073284807046,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,1472364,408.99000000000001,17.041250000000002,3,2.9829832536222098,99.594017069578584,0.4059829304214162,0.033287348867688402,0.16667140889392584,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,2549196,708.11000000000001,29.504583333333333,4,2.9791945496470502,99.467522142758114,0.53247785724188645,0.033256407439797298,0.073563968802803359,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,3632760,1009.1,42.045833333333334,5,2.97622507921279,99.368379283421504,0.63162071657849594,0.033246516726528903,0.043801315432823174,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,4628160,1285.5999999999999,53.56666666666667,6,2.9732933962061101,99.270498047562967,0.7295019524370332,0.033235517563634506,0.010703169353498687,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,7002000,1945,81.041666666666671,7,2.9693427411078601,99.138595995879186,0.86140400412081419,0.033255793168504397,0.071715533500960049,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,9285120,2579.1999999999998,107.46666666666667,8,2.9652114963808902,99.000664528326752,0.99933547167324832,0.033330011291802603,0.29504910081343816,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,11832120,3286.6999999999998,136.94583333333333,9,2.9627930372964402,98.919918498309215,1.0800815016907848,0.033329968584151902,0.29492058702789148,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
NAUMANN_LFP_CALENDAR_2021,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50,NAUMANN_CAL_T10_SOC50_TEST,"TP_10°C,50%SOC",10,0.5,13941720,3872.6999999999998,161.36250000000001,10,2.95961372858907,98.813769687286964,1.186230312713036,0.033341672702916596,0.33014005202924857,10,50,3,3,published_mean_of_3_physical_cells,temperature_soc_condition_mean_trajectory,public_calendar_aging_method_validation,10.17632/kxh42bfgtj.1,https://data.mendeley.com/datasets/kxh42bfgtj/1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/
